formula,activity,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
WS2,peroxidase,175.0,175.0,175.0,,,4.437,0.00010865,TMB+H2O2,0.1,0.5,3.0,0.03,4,40.0,-4.88,,10728
WS2,peroxidase,175.0,175.0,175.0,,,9.12,4.795e-05,TMB+H2O2,0.1,0.5,3.0,0.03,4,40.0,-4.88,,10729
WS2,peroxidase,175.0,175.0,175.0,,,11.584,2.364e-05,TMB+H2O2,0.1,0.5,3.0,0.03,4,40.0,-4.88,,10730
Si,peroxidase,14.5,14.5,14.5,,,1.502,0.0001472,TMB+H2O2,1.0,200.0,20.0,,4.0,40.0,,,10731
Si,peroxidase,14.5,14.5,14.5,,,0.065,5.650000000000001e-05,H2O2+TMB,10.0,300.0,0.32,,4.0,40.0,,,10732
CoFe2O4,peroxidase,50.0,50.0,50.0,,,0.00655,,H2O2+TMB,,,1.2,,,37.0,,43.34,10733
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.04,0.001,TMB+H2O2,0.01,0.5,50.0,0.0005,7.4,37.0,,,10734
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.04,0.001,H2O2+TMB,0.01,0.5,1.6,0.0005,7.4,37.0,,,10735
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.04,0.001,TMB+H2O2,0.01,0.5,50.0,0.0005,7.4,37.0,,,10736
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.04,0.001,H2O2+TMB,0.01,0.5,1.6,0.0005,7.4,37.0,,,10737
Cu2[Fe(CN)6],oxidase,100.0,100.0,100.0,PEG-SH,,0.09,0.0257,GSH,0.0,0.9,,0.05,,37.0,,,10738
Cu2[Fe(CN)6],peroxidase,100.0,100.0,100.0,PEG-SH,,100.0,0.0172,H2O2+TMB,0.0,1000.0,10.0,0.02,,37.0,,,10739
Cu2[Fe(CN)6],peroxidase,100.0,100.0,100.0,PEG-SH,,100.0,0.0114,H2O2+TMB,0.0,1000.0,10.0,0.02,,37.0,,,10740
Fe3O4,peroxidase,11.0,11.0,11.0,,,0.27,,TMB+H2O2,,,1000.0,,7.0,,,,10741
Fe3O4,peroxidase,20.0,20.0,20.0,,,,,TMB+H2O2,,,1000.0,,7.0,,,,10742
Fe3O4,peroxidase,150.0,150.0,150.0,,,,,TMB+H2O2,,,1000.0,,7.0,,,,10743
Fe3O4,peroxidase,9.5,9.5,9.5,,,,,TMB+H2O2,,,,,4.6,25.0,,,10744
Fe3O4,peroxidase,9.5,9.5,9.5,,,0.307,0.00106,TMB+H2O2,,,,,4.6,25.0,,,10745
Fe3O4,peroxidase,9.5,9.5,9.5,,,323.6,0.0011699999999999,H2O2+TMB,,,,,4.6,25.0,,,10746
C,peroxidase,5.0,5.0,5.0,,,,,H2O2,,,5.0,,7.4,25.0,,,10747
CuS,peroxidase,3.5,3.5,3.5,poly(sodium 4-styrenesulfonate),,0.216,0.0002427,TMB+H2O2,0.001,0.1,0.1,,6.47,45.0,,,10748
CuS,peroxidase,3.5,3.5,3.5,poly(sodium 4-styrenesulfonate),,0.015,0.0001513,H2O2+TMB,0.001,0.1,0.3,,6.47,45.0,,,10749
Au,peroxidase,27.0,27.0,27.0,,,0.23,,TMB+H2O2,0.05,0.5,0.75,,7.7,25.0,-44.9,,10750
Au,peroxidase,27.0,27.0,27.0,,,0.031,,H2O2+TMB,0.05,0.75,0.5,,7.7,25.0,-44.9,,10751
NaHSeO3,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,10752
Se,peroxidase,,,,,,,,H2O2+TMB,,,,,,,,,10753
Se,peroxidase,,,,,,,,TMB+H2O2,,,,,,,,,10754
CuS,peroxidase,,,,,,0.05,0.0001,TMB+H2O2,0.05,0.5,100.0,0.01,7.4,25.0,,,10755
CuS,peroxidase,,,,,,0.05,0.0001,H2O2+TMB,10.0,100.0,0.5,0.01,7.4,25.0,,,10756
CeO2,oxidase,5.0,5.0,5.0,,,,,AR,,,,1.0,7.5,25.0,,,10757
CeO2,oxidase,5.0,5.0,5.0,,,,,AR,,,0.5,0.1,4.0,25.0,,,10758
CeO2,oxidase,5.0,5.0,5.0,,,,,AR,,,2.0,0.1,4.0 - 5.6,25.0,,,10759
CeO2,oxidase,5.0,5.0,5.0,,,,,AR,,,,0.1,4.0,25.0,,,10760
CeO2,oxidase,5.0,5.0,5.0,,,,,AR,,,0.0001,0.1,7.5,25.0,,,10761
AgPd,oxidase,67.5,67.5,67.5,poly(N-Vinylpyrrolidone),Ethylene glycol,,,TMB+H2O2,,,,,7.4,37.0,,,10762
AgPd,oxidase,67.5,67.5,67.5,poly(N-Vinylpyrrolidone),Ethylene glycol,,,H2O2+TMB,,,,,7.4,37.0,,,10763
Na2SeO3,peroxidase,,,,,,0.001,0.001,H2O2+GSH,,,1.0,,7.4,37.0,,,10764
Cu2MoS4,oxidase,28.0,28.0,12.0,poly(N-Vinylpyrrolidone),,,,AA,,,,0.008,,25.0,,,10765
Cu2MoS4,peroxidase,28.0,28.0,12.0,poly(N-Vinylpyrrolidone),,1.36,,TMB+H2O2,,,1.0,0.08,4,25.0,,,10766
Cu2MoS4,peroxidase,28.0,28.0,12.0,poly(N-Vinylpyrrolidone),,25.46,,H2O2+TMB,,,20.0,0.08,4,25.0,,,10767
Au2Pt,peroxidase,42.0,42.0,42.0,,Ascorbic acid,1.1,0.00011,TMB+H2O2,0.01,0.1,1.0,0.1,4.5,20.0,-26.5,,10768
Au2Pt,catalase,42.0,42.0,42.0,,Ascorbic acid,7.7066,0.0009018,H2O2,0.0,3.36,,0.1,7,20.0,-26.5,,10769
Cu2O,peroxidase,155.0,155.0,155.0,,,2.66,9.196e-07,TMB+H2O2,0.03,0.09,100.0,,4,25.0,,,10770
Cu2O,peroxidase,155.0,155.0,155.0,,,0.09196,7.479999999999999e-06,H2O2+TMB,0.02,0.1,800.0,,4,25.0,,,10771
Fe3O4,peroxidase,30.0,30.0,30.0,,,0.0603,2.077e-06,TMB+H2O2,0.05,0.5,250.0,0.26875,3.8,35.0,,,10772
Fe3O4,peroxidase,30.0,30.0,30.0,,,3.927,1.7430000000000003e-06,H2O2+TMB,25.0,62.5,0.5,0.26875,3.8,35.0,,,10773
Na2SeO3,peroxidase,,,,,,,,,,,,,,,,,10774
Pt,peroxidase,3100.0,,,,,,,H2O2,,2.5,,,7.4,25.0,,,10775
Pd,peroxidase,18.2,,,poly(N-Vinylpyrrolidone),Ascorbic acid,,,TMB+H2O2,0.1,10.0,100.0,22.5,4.5,25.0,,,10776
Pd,peroxidase,20.0,,,poly(N-Vinylpyrrolidone),Ascorbic acid,,,TMB+H2O2,0.1,10.0,10.0,,,,,,10777
CeO2,catalase,4.3,4.3,4.3,,,,,H2O2,,,,,,37.0,33.0,,10778
CeO2,catalase,4.3,4.3,4.3,,,,,H2O2,,,,,,37.0,33.0,,10779
CeO2,catalase,4.3,4.3,4.3,,,0.02,0.001,H2O2,0.001,0.1,,0.004,,37.0,33.0,,10780
CeO2,catalase,4.3,4.3,4.3,,,0.02,0.001,H2O2,0.001,0.1,,0.004,,37.0,33.0,,10781
WS2,peroxidase,1.057,1.057,1.057,,,0.05,0.001,TMB+H2O2,0.001,0.2,2.0,,4,25.0,,,10782
WS2,peroxidase,1.057,1.057,1.057,,,0.05,0.001,H2O2+TMB,0.05,0.8,2.0,,4,25.0,,,10783
CeVO4,oxidase,15.0,15.0,15.0,,,21.25,,Cyt c + O2,,,0.01,,7.0,25.0,,,10784
CeVO4,oxidase,35.0,35.0,35.0,,,11.19,,Cyt c + O2,,,0.01,,7.0,25.0,,,10785
CeVO4,oxidase,10.0,10.0,10.0,,,5.99,,Cyt c + O2,,,0.01,,7.0,25.0,,,10786
CeVO4,superoxide dismutase,15.0,15.0,15.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10787
CeVO4,superoxide dismutase,35.0,35.0,35.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10788
CeVO4,superoxide dismutase,10.0,10.0,10.0,,,,,Xanthine + Xanthine oxidase,,,,,7.4,25.0,,,10789
Fe3[Fe(CN)6]2,peroxidase,100.0,100.0,100.0,poly(N-Vinylpyrrolidone),,,,H2O2+TMB,,,,,,,,104.5,10790
Fe3[Fe(CN)6]2,peroxidase,100.0,100.0,100.0,poly(N-Vinylpyrrolidone),,,,TMB+H2O2,,,,,,,,104.5,10791
MnO2,oxidase,1.5,1.5,1.5,,,0.01,0.0001,TMB,0.01,0.1,,,4.5,25.0,,,10792
MnO2,oxidase,1.5,1.5,1.5,,,0.01,0.0001,TMB+H2O2,0.01,0.1,0.1,,4.5,25.0,,,10793
Au,peroxidase,30.0,30.0,30.0,,,,,TMB+H2O2,0.1,1.0,,,4.0,40.0,,,10794
Au,peroxidase,30.0,30.0,30.0,,,,,H2O2+thionine,1e-07,0.0007999999999999,,,4.0,40.0,,,10795
MoS2,peroxidase,1.3,1.3,1.3,,,0.01,,TMB+H2O2,0.01,0.1,0.01,,7,25.0,,,10796
MoS2,peroxidase,1.3,1.3,1.3,,,0.01,,H2O2+TMB,0.01,0.1,0.01,,7,25.0,,,10797
CeO2,catalase,,,,,,1.5,0.001,H2O2,0.1,10.0,,,7.4,25.0,,82.4,10798
CeO2,superoxide dismutase,,,,,,1.5,0.001,O2•−,0.1,10.0,,,7.4,25.0,,93.2,10799
CeO2,superoxide dismutase,,,,,,1.5,0.001,O2•−,0.1,10.0,,,7.4,25.0,,163.7,10800
AgVO3,peroxidase,800.0,54.0,,,,0.04118,,TMB + H2O2,0.0001,0.0008,8.0,,4.0,,,,10801
AgVO3,peroxidase,800.0,54.0,,,,5.291,,H2O2 + TMB,0.1,1.2,0.1,,4.0,,,,10802
Co3O4,peroxidase,300.0,30.0,,,,0.1,0.001,TMB+H2O2,0.01,0.5,50.0,0.03,6.0,25.0,,88.0,10803
Co3O4,peroxidase,300.0,30.0,,,,0.1,0.001,H2O2+TMB,5.0,200.0,0.5,0.03,6.0,25.0,,88.0,10804
Au,peroxidase,10.0,10.0,10.0,,,0.1,10.0,TMB+H2O2,,,,,,37.0,,,10805
Au,peroxidase,10.0,10.0,10.0,,,0.1,10.0,H2O2+TMB,,,,,,37.0,,,10806
Au,peroxidase,7.0,7.0,7.0,,,,,TMB+H2O2,7.000000000000001e-05,0.024,280.0,,4.2,30.0,,,10807
Au,peroxidase,7.0,7.0,7.0,,,,,H2O2+TMB,7.000000000000001e-05,0.024,3600.0,,4.2,30.0,,,10808
CH3HgCl,peroxidase,,,,,,,,GSH+H2O2,,,,,,,,,10809
HgCl2,peroxidase,,,,,,,,GSH+H2O2,,,,,,,,,10810
Ag/Pt,peroxidase,2.0,2.0,2.0,,,0.01,0.0001,TMB+H2O2,0.004,0.04,500.0,,4,25.0,,,10811
Ag/Pt,peroxidase,2.0,2.0,2.0,,,0.01,0.0001,H2O2+TMB,50.0,500.0,0.004,,4,25.0,,,10812
MoSe2,peroxidase,22.5,22.5,2.0,dextran,,1.0,0.6,TMB+H2O2,0.04,0.4,40.0,0.0109,7.4,25.0,-23.7,,10813
MoSe2,peroxidase,22.5,22.5,2.0,dextran,,1.0,0.6,H2O2+TMB,40.0,600.0,1.0,0.0109,7.4,25.0,-23.7,,10814
FeVO4,peroxidase,2000.0,100.0,,,,0.12,0.12,TMB+H2O2,0.0,4.0,10.0,0.1,4,25.0,,67.97,10815
FeVO4,peroxidase,2000.0,100.0,,,,0.18,0.18,H2O2+TMB,0.0,4.0,8.0,0.1,4,25.0,,67.97,10816
H3PW12O40,peroxidase,,,,,,0.11,0.0004309999999999,TMB+H2O2,0.0,800.0,10.0,,3,25.0,,,10817
H3PW12O40,peroxidase,,,,,,10.0,,H2O2+TMB,1.34e-07,6.7e-05,800.0,,3,25.0,,,10818
PtPdMo,peroxidase,12.6,12.6,12.6,poly(N-Vinylpyrrolidone),,0.01,0.0001,ABTS+H2O2,0.0001,0.001,0.001,0.0001,7.4,25.0,,,10819
PtPdMo,catalase,12.6,12.6,12.6,poly(N-Vinylpyrrolidone),,0.01,0.0001,H2O2,0.0001,0.001,,0.0001,7.4,25.0,,,10820
PtPdMo,peroxidase,12.6,12.6,12.6,poly(N-Vinylpyrrolidone),,0.01,0.0001,TMB+H2O2,0.0001,0.001,0.001,0.0001,7.4,25.0,,,10821
PtPdMo,peroxidase,12.6,12.6,12.6,poly(N-Vinylpyrrolidone),,0.01,0.0001,H2O2+TMB,0.0001,0.001,0.001,0.0001,7.4,25.0,,,10822
PtCu,peroxidase,1500.0,,,,,0.08,3.98e-05,TMB+H2O2,0.0003,0.325,50.0,0.0035,4.0,25.0,,5.67,10823
PtCu,peroxidase,,,,,,0.26,2.37e-05,H2O2+TMB,0.0003,0.325,0.15,0.0035,4.0,25.0,,,10824
PtCu,peroxidase,,,,,,0.39,5.54e-05,TMB+H2O2,,,,,,,,,10825
PtCu,peroxidase,,,,,,0.33,1.14e-05,H2O2+TMB,,,,,,,,,10826
Pt,peroxidase,95.0,95.0,95.0,,,0.37,1.4499999999999998e-05,TMB+H2O2,,,,,,,,,10827
Pt,peroxidase,95.0,95.0,95.0,,,0.49,6.5e-06,H2O2+TMB,,,,,,,,,10828
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.11,,TMB+H2O2,,,1.73,0.036,4.0,40.0,,33.8,10829
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.43,,H2O2+TMB,,,2.07,0.036,4.0,40.0,,33.8,10830
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.15,,TMB+H2O2,,,1.73,0.036,4.0,40.0,,25.5,10831
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.37,,H2O2+TMB,,,2.07,0.036,4.0,40.0,,25.5,10832
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.13,,TMB+H2O2,,,1.73,0.036,4.0,40.0,,10.5,10833
Co3O4,peroxidase,,1250.0,400.0,poly(N-Vinylpyrrolidone),,0.41,,H2O2+TMB,,,2.07,0.036,4.0,40.0,,10.5,10834
Ag2S@Fe2C,peroxidase,100.25,100.25,100.25,DSPE-PEG,,0.05,0.001,TMB+H2O2,0.01,0.1,1.0,,5.4,37.0,-12.2,,10835
Ag2S@Fe2C,peroxidase,100.25,100.25,100.25,DSPE-PEG,,0.05,0.001,H2O2+TMB,0.01,0.1,1.0,,5.4,37.0,-12.2,,10836
Fe3O4@Cu@Cu2O,peroxidase,50.0,50.0,50.0,,,0.85,0.0001309999999999,OPDA+H2O2,0.2,1.5,2.0,0.05,8.0,25.0,,,10837
Fe3O4@Cu@Cu2O,peroxidase,50.0,50.0,50.0,,,2.3,0.000119,H2O2+OPDA,0.2,6.0,1.0,0.05,8.0,25.0,,,10838
Fe3O4@Cu@Cu2O,peroxidase,50.0,50.0,50.0,,,0.05,1.2e-05,TMB+H2O2,0.025,0.3,20.0,0.05,4.0,25.0,,,10839
Fe3O4@Cu@Cu2O,peroxidase,50.0,50.0,50.0,,,20.0,1.2e-05,H2O2+TMB,2.0,100.0,0.2,0.05,4.0,25.0,,,10840
Fe3O4@C,peroxidase,205.0,205.0,205.0,,,0.313,0.000198,TMB+H2O2,0.0,100.0,0.5,0.03,4.5,50.0,,,10841
Fe3O4@C,peroxidase,205.0,205.0,205.0,,,0.014,5.25e-05,H2O2+TMB,0.0,0.5,0.1,0.03,4.5,50.0,,,10842
Fe3O4,peroxidase,,,,,,0.313,0.0001335,TMB+H2O2,,,,,,,,,10843
Fe3O4,peroxidase,,,,,,0.013,2.95e-05,H2O2+TMB,,,,,,,,,10844
Fe3O4,peroxidase,5.0,5.0,5.0,BSA,,0.2411,0.000655,TMB+H2O2,0.0,2.0,1000.0,,3.6,37.0,,,10845
Fe3O4,peroxidase,20.0,20.0,20.0,BSA,,0.2411,0.000655,TMB+H2O2,0.0,2.0,1000.0,,3.6,37.0,,,10846
Au,peroxidase,100.0,100.0,100.0,BSA,,0.1277,0.000275,TMB+H2O2,0.0,2.0,1000.0,,3.6,37.0,,,10847
Fe3O4,peroxidase,10.0,10.0,10.0,,,154.0,,H2O2+TMB,0.001,10.0,1.0,0.1,4,25.0,,,10848
Fe3O4,peroxidase,10.0,10.0,10.0,,,0.01,,TMB+H2O2,0.001,10.0,1.0,0.1,4,25.0,,,10849
MoS2,peroxidase,500.0,500.0,15.0,,,,,TMB+H2O2,,,1.0,0.1,,,,,10850
MoS2,peroxidase,500.0,500.0,15.0,,,0.04,0.00066,H2O2+GSH,,,2.0,0.1,,,,,10851
MoS2,peroxidase,500.0,500.0,15.0,,,1.68,0.0009399999999999,GSH+H2O2,,,0.24,0.1,,,,,10852
MoO3,oxidase,3.0,3.0,3.0,,,1.6769,,ABTS,,,,,5.0,37.0,-2.0,,10853
Mn,peroxidase,25.0,25.0,25.0,,,0.32,9.1e-05,TMB+H2O2,0.01,0.28,2.8,5.0,7.4,25.0,,6.0568,10854
Mn,peroxidase,25.0,25.0,25.0,,,0.59,6.8e-05,H2O2+TMB,0.01,0.28,1.0,5.0,7.4,25.0,,6.0568,10855
Mn,peroxidase,25.0,25.0,25.0,,,0.21,5.2e-05,TMB+H2O2,0.01,0.28,2.8,5.0,7.4,25.0,,6.0568,10856
Mn,peroxidase,25.0,25.0,25.0,,,4.2,0.00012,H2O2+TMB,0.01,0.28,1.0,5.0,7.4,25.0,,6.0568,10857
Au,oxidase,2300.0,2300.0,2300.0,,,,,glucose,,,,0.5,7.2,25.0,20.3,,10858
Au,peroxidase,2300.0,2300.0,2300.0,,,,,H2O2+TMB,0.1,0.5,0.5,0.5,7.2,25.0,20.3,,10859
Au,peroxidase,2300.0,2300.0,2300.0,,,,,TMB+H2O2,0.1,0.5,0.5,0.5,7.2,25.0,20.3,,10860
Fe3O4,peroxidase,80.0,80.0,80.0,,Triton X-100,,,p-HPA + H2O2,5e-05,0.0049999999999999,10.0,,10.1,20.0,,,10861
Fe3O4,peroxidase,180.0,180.0,180.0,,Triton X-100,0.3713999999999999,0.00423,H2O2 + p-HPA,5e-05,0.0049999999999999,10.0,,10.1,20.0,,,10862
Au@Pt,peroxidase,100.0,25.0,,,CTAB,0.3,0.00019517,TMB+H2O2,0.1,0.5,20.0,,5,30.0,30.0,,10863
Au@Pt,peroxidase,100.0,25.0,,,CTAB,10.67,0.00012565,H2O2+TMB,5.0,30.0,1.0,,5,30.0,30.0,,10864
CuS,peroxidase,2.91,2.91,2.91,,,0.001,0.001,H2O2+TMB,0.001,0.01,,0.006,4,25.0,,,10865
CuS,peroxidase,2.91,2.91,2.91,,,0.001,0.001,TMB+H2O2,0.001,0.01,,0.006,4,25.0,,,10866
Fe2O3,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),,0.0099499999999999,0.000123,TMB+H2O2,0.0,0.2,13.0,,4.0,40.0,,,10867
Fe2O3,peroxidase,40.0,40.0,40.0,poly(N-Vinylpyrrolidone),,15.0,0.0002279999999999,H2O2+TMB,0.0,68.0,0.1,,4.0,40.0,,,10868
Fe3O4@C7,peroxidase,10.05,10.05,10.05,,,0.057,6.18e-06,TMB+H2O2,0.1,11.0,10.0,30.0,2,37.0,,,10869
Fe3O4@C7,peroxidase,10.05,10.05,10.05,,,0.863,8.560000000000001e-06,H2O2+TMB,0.5,,,30.0,2,37.0,,,10870
MnO2,oxidase,,,,,,0.03,0.046,ABTS,0.005,1.0,,0.01,3.8,25.0,,,10871
MnO2,oxidase,,,,,,0.027,0.113,TMB,0.005,1.0,,0.01,3.8,25.0,,,10872
Au,peroxidase,30.5,30.5,30.5,,,,,TMB+H2O2,0.22,0.22,700.0,,4.1,25.0,,,10873
Au,peroxidase,30.5,30.5,30.5,,,,,H2O2+TMB,700.0,700.0,0.22,,4.1,25.0,,,10874
Au@Pt,peroxidase,30.0,30.0,30.0,,Ascorbic acid,,,H2O2,,,,,7.0,50.0,,,10875
V2O5,peroxidase,450.0,450.0,450.0,poly(ethylene glycol),,,,,,,,,7.4,25.0,,,10876
Au,peroxidase,13.0,13.0,13.0,,,,,TMB+H2O2,0.1,0.45,700.0,,4.0,28.0,,,10877
Au,peroxidase,13.0,13.0,13.0,,,,,H2O2+TMB,100.0,700.0,0.45,,4.0,28.0,,,10878
Pt,peroxidase,5.0,5.0,5.0,,,0.1,0.0001,TMB+H2O2,0.0,0.5,200.0,,4.6,25.0,,,10879
Pt,peroxidase,20.0,20.0,20.0,,,0.1,5e-05,TMB+H2O2,0.0,0.5,200.0,,4.6,25.0,,,10880
Pt,peroxidase,5.0,5.0,5.0,,,0.1,0.0001,H2O2+TMB,0.0,200.0,0.5,,4.6,25.0,,,10881
Pt,peroxidase,20.0,20.0,20.0,,,0.1,5e-05,H2O2+TMB,0.0,200.0,0.5,,4.6,25.0,,,10882
Pt,catalase,5.0,5.0,5.0,,,,,H2O2,0.0,0.04,,,,25.0,,,10883
Pt,catalase,20.0,20.0,20.0,,,,,H2O2,0.0,0.04,,,,25.0,,,10884
Pt,superoxide dismutase,5.0,5.0,5.0,,,,,,,,,,,37.0,,,10885
Pt,superoxide dismutase,20.0,20.0,20.0,,,,,,,,,,,37.0,,,10886
Pt,peroxidase,4.2,4.2,4.2,,,0.067,,TMB+H2O2,0.001,0.125,125.0,,4.0,20.0,,,10887
Pt,peroxidase,4.2,4.2,4.2,,,149.0,,H2O2+TMB,10.0,125.0,0.125,,4.0,20.0,,,10888
Au-Pt,peroxidase,45.0,10.0,,,CTAB,,,TMB+H2O2,0.001,0.1,1.0,0.1,7.4,37.0,,,10889
Au-Pt,peroxidase,45.0,10.0,,,CTAB,,,H2O2+TMB,0.01,1.0,0.1,0.1,7.4,37.0,,,10890
FeN5,oxidase,500.0,,,poly(N-Vinylpyrrolidone),,0.042,,Cyt c (FeII) + O2,0.003,0.2,0.02,0.02,7.0,20.0,,,10891
Au,peroxidase,8.1,8.1,8.1,,,,,TMB + H2O2,0.005,0.08,8000.0,,4,37.0,-15.2,,10892
Au,peroxidase,8.1,8.1,8.1,,,,,H2O2 + TMB,,,16.0,,4,37.0,-15.2,,10893
CdS,peroxidase,4.0,4.0,4.0,,,0.0095,3.57e-08,TMB + H2O2,0.0,0.125,13.0,,4,40.0,,81.9,10894
CdS,peroxidase,4.0,4.0,4.0,,,3.62,5.6e-08,H2O2 + TMB,0.0,39.0,0.1,,4,40.0,,81.9,10895
CdS,peroxidase,70.0,5.0,,,,,,,,,,,,,,44.8,10896
CdS,peroxidase,6.0,6.0,6.0,,,,,,,,,,,,,32.1,10897
ZnFe2O4,peroxidase,550000.0,300.0,50.0,Poly(vinyl alcohol),,0.75,,H2O2,,,,,7.4,25.0,,,10898
Cu,glycosidase,,,,,,0.041,,resorufin-β-D-glucuronide,,,,,7.4,37.0,,,10899
Cu,glycosidase,,,,,,0.041,,resorufin-β-D-glucuronide,,,,5.0,7.4,37.0,,,10900
Cu,glycosidase,,,,poly(N-Vinylpyrrolidone),,,,salicylic acid acyl glucuronide,,,,5.0,7.4,37.0,,,10901
Cu,glycosidase,,,,poly(N-Vinylpyrrolidone),,,,ciprofloxacin glucuronide,,,0.1,5.0,7.4,37.0,,,10902
C,peroxidase,2.1,2.1,2.1,,,,,TMB+H2O2,0.0,1.5,10.0,,3,25.0,,546.6,10903
C,peroxidase,2.1,2.1,2.1,,,0.1,1.2,H2O2+TMB,0.0,10.0,1.5,,3,25.0,,546.6,10904
MoS2,peroxidase,,,,,,,,TMB + H2O2,,,0.095,0.00086,7.0,25.0,,,10905
Fe3O4,peroxidase,13.0,13.0,13.0,,,0.37,3.85,TMB+H2O2,0.1,2.0,250.0,0.03,7.4,30.0,-39.8,,10906
Fe3O4,peroxidase,13.0,13.0,13.0,,,54.6,3.85,H2O2+TMB,5.0,600.0,1.0,0.03,7.4,30.0,-39.8,,10907
KFe[Fe(CN)6],peroxidase,45.0,45.0,45.0,,,2.98,7.13e-07,H2O2+o-dianisidine,0.0,14.0,0.05,,7.0,25.0,,,10908
Fe3O4,peroxidase,1000.0,1000.0,1000.0,,,,,OPD+H2O2,,,,,5.5,25.0,,,10909
Fe3O4,peroxidase,1000.0,1000.0,1000.0,,,,,OPD+H2O2,,,,,5.5,25.0,,,10910
FeCo@NC,peroxidase,300.0,300.0,300.0,,,1e-06,1e-06,H2O2+TMB,1e-09,0.04,0.5,0.01,11.3,25.0,,37.63,10911
FeCo@NC,peroxidase,300.0,300.0,300.0,,,1e-06,1e-06,TMB+H2O2,1e-09,0.04,0.5,0.01,11.3,25.0,,37.63,10912
Fe3O4,peroxidase,8.0,8.0,8.0,,,0.434,0.0001,TMB+H2O2,0.0,0.8,800.0,,4,40.0,,,10913
Fe3O4,peroxidase,8.0,8.0,8.0,,,3.7,8.71e-05,H2O2+TMB,0.0,1800.0,0.8,,4,40.0,,,10914
CuO,peroxidase,300.0,300.0,300.0,,,,,H2O2+TMB,,,1.0,,7.4,37.0,,,10915
Fe3O4@C,peroxidase,120.0,120.0,120.0,,,0.072,0.0001798999999999,TMB+H2O2,0.001,0.8,50.0,0.03,3.0,45.0,-26.9,25.4,10916
Fe3O4@C,peroxidase,120.0,120.0,120.0,,,0.38,0.0007399,H2O2+TMB,1.0,50.0,0.8,0.03,3.0,45.0,-26.9,25.4,10917
Fe3O4,peroxidase,400.0,400.0,400.0,,,,,H2O2+TMB,0.01,0.1,1.0,1.0,3.5,40.0,,,10918
Fe3O4,peroxidase,350.0,350.0,350.0,,,,,H2O2+TMB,0.01,0.1,1.0,0.01,7,25.0,,,10919
Fe3O4,peroxidase,350.0,350.0,350.0,,,0.05,0.001,TMB+H2O2,0.01,0.1,1.0,0.01,7,25.0,,,10920
CdS,peroxidase,6.7,6.7,6.7,,,0.0054,,TMB+H2O2,0.0,0.116,13.0,,4,40.0,,57.3,10921
CdS,peroxidase,62.5,6.0,,,,6.54,,H2O2+TMB,0.0,45.0,0.1,,4,40.0,,43.2,10922
Pt,peroxidase,4.0,4.0,4.0,,Sodium citrate,,,TMB + H2O2,0.012,32.0,1000.0,7.5e-05,,25.0,,,10923
Pt,peroxidase,4.0,4.0,4.0,,Sodium citrate,,,H2O2 + TMB,0.012,32.0,1000.0,7.5e-05,,25.0,,,10924
MnO2,peroxidase,50.0,,10.0,,,,,TMB+H2O2,0.5,0.5,1.0,0.025,3.5,25.0,,,10925
MnO2,peroxidase,50.0,,10.0,,,0.5,0.1517,H2O2+TMB,1.0,10.0,0.5,0.025,3.5,25.0,,,10926
MoS2,peroxidase,,,,,,0.01,0.001,H2O2+ABTS,0.01,1.5,10.0,0.001,4.0,25.0,,,10927
WS2,peroxidase,,,,,,0.01,0.001,H2O2+ABTS,0.01,1.5,10.0,0.001,4.0,25.0,,,10928
MoS2,peroxidase,,,,,,0.01,0.001,ABTS+H2O2,1.0,10.0,1.5,0.001,4.0,25.0,,,10929
WS2,peroxidase,,,,,,0.01,0.001,ABTS+H2O2,1.0,10.0,1.5,0.001,4.0,25.0,,,10930
Fe-MoS2,peroxidase,,,,,,0.387,9.5e-06,TMB+H2O2,0.001,0.6,0.4,,4,25.0,,,10931
Fe-MoS2,peroxidase,,,,,,0.0638,4.385e-06,H2O2+TMB,0.001,0.6,0.6,,4,25.0,,,10932
MnP,peroxidase,,,,,,0.1,,H2O2+TMB,,,100.0,,5,37.0,,,10933
C,peroxidase,4.5,4.5,4.5,,,0.083,,TMB+H2O2,0.005,0.1,5.0,0.003,3.5,35.0,,,10934
C,peroxidase,4.5,4.5,4.5,,,21.43,,H2O2+TMB,0.0005,0.2,0.1,0.003,3.5,35.0,,,10935
