formula,activity,shape,"length, nm","width, nm","depth, nm",pol,surf,"Km, mM","Vmax, mM/s",ReactionType,"C min, mM","C max, mM","C(const), mM",Ccat(mg/mL),ph,"temp, °C",Zpotential,"SurfaceArea, m^2/g ",id
CeVO4,superoxide dismutase,rods,100.0,,,Ethylenediaminetetraacetic acid,,,,,,,,,9,180.0,33.3,157.5,10883
CeVO4,superoxide dismutase,rods,150.0,,,Ethylenediaminetetraacetic acid,,,,,,,,,10,180.0,27.6,149.8,10884
CeVO4,superoxide dismutase,rods,,,,,,,,WST-1 + superoxide,,,,,7.4,25.0,,,10885
CeVO4,superoxide dismutase,rods,,,,,,,,WST-1 + superoxide,,,,,7.4,25.0,,,10886
CeVO4,superoxide dismutase,rods,,,,,,,,WST-1 + superoxide,,,,,7.4,25.0,,,10887
MoS2-Au@Pt,peroxidase,nanocomposite,,,,,Cetyltrimethylammonium bromide,0.01,0.0001,TMB+H2O2,0.0008,0.0544,,12.0,4.0,35.0,,,10888
MoS2-Au@Pt,peroxidase,nanocomposite,,,,,Cetyltrimethylammonium bromide,0.01,0.0001,H2O2+TMB,0.0008,0.0544,,12.0,4.0,35.0,,,10889
,,,,,,,,,,,,,,,,,,,10890
FeIII–mimochrome VI,peroxidase,,,,,,,0.084,,ABTS+H2O2,0.005,0.1,50.0,,6.5,25.0,,,10891
FeIII–mimochrome VI,peroxidase,,,,,,,0.0092,,guaiacol+H2O2,0.0025,0.07,10.0,,6.5,25.0,,,10892
FeIII–mimochrome VI,peroxidase,,,,,,,44.0,,H2O2+ABTS,0.01,200.0,0.1,,6.5,25.0,,,10893
FeIII–mimochrome VI,peroxidase,,,,,,,8.7,,H2O2+guaiacol,1.0,40.0,0.1,,6.5,25.0,,,10894
,peroxidase,,,,,,,,,TMB + H2O2,,,,,6.0,23.5,,,10895
Se-scFv-B3,glutathione peroxidase,,,,,,,0.5,,H2O2 + GSH,0.5,0.5,1.0,,7.0,37.0,,,10896
H170A hHRP,peroxidase,,,,,,,24.0,,H2O2+TMB,0.01,0.1,,,6,25.0,,,10897
H170A hHRP,peroxidase,,,,,,,24.0,,TMB+H2O2,0.1,1.0,,,6,25.0,,,10898
Co4N,peroxidase,nanofiber,6000.0,,,,,0.243,,TMB+H2O2,0.0,0.8,30.0,0.015,4,25.0,,,10899
Co4N,peroxidase,nanofiber,6000.0,,,,,2.95,,H2O2+TMB,0.0,10.0,0.8,0.015,4,25.0,,,10900
CeO2,catalase,spherical,60.89,60.89,60.89,,,,,H2O2,,,,0.04,,25.0,,,10901
CeO2,superoxide dismutase,spherical,60.89,60.89,60.89,,,,,O2−,,,,0.2,,37.0,,,10902
,peroxidase,,,,,,,,,H2O2+TMB,,,,,8,25.0,,,10903
TCDD,peroxidase,,,,,,,,,H2O2+guaiacol,,,0.3,,7.2,20.0,,,10904
TCDD,peroxidase,,,,,,,,,guaiacol+H2O2,,,0.3,,7.2,20.0,,,10905
GAPDH,peroxidase,,,,,,,430.0,,ArS3 + tBuOOH,,,10.0,,5,25.0,,,10906
GAPDH,peroxidase,,,,,,,2.0,,ArS3 + CuOOH,,,0.1,,5,25.0,,,10907
GAPDH,peroxidase,,,,,,,,,ArS3 + H2O2,,,0.2,,5,25.0,,,10908
,glutathione peroxidase,,,,,,,,,,,,,,,,,,10909
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,0.00017,0.00155,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,-24.0,91.4,10910
Fe3O4,peroxidase,spherical,13.0,13.0,13.0,,,3.6e-05,0.00415,AU+H2O2,0.0006,0.008,2.5,1.0,7.0,37.0,,80.9,10911
5Fe2O3•9H2O,superoxide dismutase,,,,,,,,,SOD assay,,,,,7.0,37.0,,,10912
,peroxidase,,,,,,,,,guaiacol + H2O2,,,,,6.5,25.0,,,10913
Se,glutathione peroxidase,spherical,70.0,70.0,70.0,BSA,,,,,,,,,7.2,37.0,,,10914
,glutathione peroxidase,,,,,,,,,H2O2+GSH,,,0.1,,,37.0,,,10915
,transferase,,,,,,,,,,,,,,,37.0,,,10916
,peroxidase,,,,,,,,,guaiacol + H2O2,,,0.3,,8.0,,,,10917
,catalase,,,,,,,,,H2O2,,,,,7.4,18.0,,,10918
,glutathione peroxidase,,,,,,,,,H2O2,,,,,7.4,18.0,,,10919
,glutathione peroxidase,,,,,,,,,H2O2,,,,,7.4,18.0,,,10920
,superoxide dismutase,,,,,,,,,O2,,,,,9.9,18.0,,,10921
,peroxidase,,,,,,,,,H2O2+DAB,,,,,7.2,23.0,,,10922
Au,peroxidase,plates,30.0,30.0,30.0,,,0.0251,0.0008369999999999,TMB+H2O2,0.001,0.1,500.0,,,25.0,36.5,,10923
Au,peroxidase,plates,30.0,30.0,30.0,,,0.229,0.00714,H2O2+TMB,0.001,0.1,500.0,,,25.0,22.9,,10924
Au,peroxidase,plates,30.0,30.0,30.0,,,0.0357,0.000102,TMB+H2O2,0.001,0.1,500.0,,,25.0,25.9,,10925
Au,peroxidase,plates,30.0,30.0,30.0,,,0.46,0.0010099999999999,H2O2+TMB,0.001,0.1,500.0,,,25.0,25.9,,10926
,peroxidase,,,,,,,0.01,0.001,H2O2+TMB,0.001,0.1,2.0,,5.0,25.0,,,10927
,peroxidase,,,,,,,0.01,0.001,TMB+H2O2,0.001,0.1,2.0,,4.6,25.0,,,10928
,peroxidase,,,,,,,,,H2O2,,,,,7.0,37.0,,,10929
,,,,,,,,,,,,,,,,,,,10930
,peroxidase,,,,,,,,,guaiacol + H2O2,,,5.0,,5.8,25.0,,,10931
Fe3O4,peroxidase,dodecahedral,250.0,,,Poly(N-Vinylpyrrolidone),,,,MB+H2O2,,,,,,55.0,,,10932
Fe3O4,peroxidase,dodecahedral,250.0,,,Poly(N-Vinylpyrrolidone),,,,H2O2+MB,,,,,,55.0,,,10933
,peroxidase,,,,,,,,,,,,,,,,,,10934
,peroxidase,,,,,,,,,H2O2+TMB,,,,,5.0,30.0,,,10935
,oxidase,,,,,,,,,,,,,,6.4,22.5,,,10936
Cu2+,peroxidase,,,,,,,100.0,,TMB+H2O2,0.0,500.0,1.0,,7,25.0,,,10937
Cu2+,peroxidase,,,,,,,100.0,,H2O2+TMB,0.0,10.0,500.0,,7,25.0,,,10938
GQDs,peroxidase,spherical,3.0,3.0,3.0,,,,,TMB+H2O2,,,10.0,0.1,5.0,37.0,,,10939
GQDs,peroxidase,spherical,3.0,3.0,3.0,,,,,H2O2+TMB,,,10.0,0.1,5.5,37.0,,,10940
GQDs,peroxidase,spherical,3.0,3.0,3.0,,,,,TMB+H2O2,,,10.0,0.1,6.5,37.0,,,10941
GQDs,peroxidase,spherical,3.0,3.0,3.0,,,,,TMB+H2O2,,,10.0,0.1,6.0,37.0,,,10942
NH2-MIL-88B(Fe),peroxidase,prism,,,,,,0.12,0.001,TMB+H2O2,0.01,1.0,3.0,0.05,4.0,37.0,19.3,,10943
NH2-MIL-88B(Fe),peroxidase,prism,,,,,,0.12,0.001,H2O2+TMB,0.01,3.0,1.0,0.05,4.0,37.0,19.3,,10944
NMC Tp-TTA,peroxidase,prism,,,,poly(ethylene glycol),,0.035,0.01,TMB+H2O2,0.01,1.0,3.0,0.05,4.0,37.0,-13.5,,10945
NMC Tp-TTA,peroxidase,prism,,,,poly(ethylene glycol),,0.02,0.008,H2O2+TMB,0.01,3.0,1.0,0.05,4.0,37.0,-13.5,,10946
,,,,,,,,,,,,,,,,,,,10947
,peroxidase,,,,,,Cetyltrimethylammonium bromide,,,H2O2+guaiacol,,,13.0,,8,23.0,,,10948
,peroxidase,,,,,,Cetyltrimethylammonium bromide,,,guaiacol+H2O2,,,0.33,,8,23.0,,,10949
,catalase,,,,,,,,,H2O2,,,10.0,,7.0,37.0,,,10950
,superoxide dismutase,,,,,,,,,,,,,,7.4,37.0,,,10951
,glutathione peroxidase,,,,,,,,,H2O2,,,150.0,,7.0,37.0,,,10952
C14H11NO3Se,glutathione peroxidase,prism,160000.0,150000.0,100000.0,,,,,H2O2+GSH,,,,,,,,,10953
C12H10OSSe,glutathione peroxidase,prism,190000.0,180000.0,150000.0,,,,,H2O2+GSH,,,,,,,,,10954
C18H14OSe,glutathione peroxidase,prism,180000.0,160000.0,120000.0,,,,,H2O2+GSH,,,,,,,,,10955
C15H14O2Se,glutathione peroxidase,prism,300000.0,240000.0,100000.0,,,,,H2O2+GSH,,,,,,,,,10956
,peroxidase,,,,,,,,,NADH2+H2O2,,,,,5.4,25.0,,,10957
,peroxidase,,,,,,,,,KSCN+H2O2,,,,,5.4,25.0,,,10958
Pt,peroxidase,spherical,65.09,65.09,65.09,poly(ethylene glycol),Cetyltrimethylammonium bromide,1.5,0.001,H2O2+TMB,0.01,1.0,1.0,0.05,,25.0,-3.84,,10959
Pt,peroxidase,spherical,65.09,65.09,65.09,poly(ethylene glycol),Cetyltrimethylammonium bromide,1.5,0.001,TMB+H2O2,0.01,1.0,1.0,0.05,,25.0,-3.84,,10960
AuNPs@POMD-8pep,protease,spherical,25.7,25.7,25.7,,,,,BAPNA,,,,0.00011,8.0,55.0,-28.4,,10961
AuNPs@POMD-8pep,superoxide dismutase,spherical,25.7,25.7,25.7,,,,,pyrogallol,,,,,7.4,37.0,-28.4,,10962
VOx,peroxidase,rods,2750.0,100.0,,,,3.42,1420.0,H2O2+TMB,,,0.33,3.33e-05,4,25.0,,,10963
VOx,peroxidase,rods,2750.0,100.0,,,,0.016,11.6,TMB+H2O2,,,9800.0,3.33e-05,4,25.0,,,10964
,glutathione peroxidase,,,,,,,,,H2O2 + GSH,,,,,,37.0,,,10965
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,7.5,2.0,,,10966
,glutathione peroxidase,,,,,,,,,,,,,,6.7,,,,10967
C3N4@NMF,peroxidase,spindle,100.0,300.0,,,,,,TMB+H2O2,0.01,0.1,25.0,1.0,4,25.0,,,10968
C3N4@NMF,peroxidase,spindle,100.0,300.0,,,,,,H2O2+TMB,0.01,0.1,0.4,1.0,4,25.0,,,10969
,glutathione peroxidase,,,,,,,,,GSH + tert-butyl-hydroperoxide,,,,,,2.0,,,10970
,,,,,,,,,,,,,,,,,,,10971
,peroxidase,,,,,,,,,TMB+H2O2,,,10.0,,,25.0,,,10972
,peroxidase,,,,,,,,,H2O2+TMB,0.01,1.0,,,,25.0,,,10973
,peroxidase,,,,,,,,,H2O2+guaiacol,,,15.0,,6.9,27.0,,,10974
,peroxidase,,,,,,,,,guaiacol+H2O2,,,20.0,,6.9,27.0,,,10975
Cu-N-C,peroxidase,sheet,,,1.1,,,0.03,0.0001,TMB+H2O2,0.01,0.1,500.0,0.1,3.0,25.0,,,10976
Cu-N-C,peroxidase,sheet,,,1.1,,,0.03,0.0001,H2O2+TMB,10.0,100.0,1.0,0.1,3.0,25.0,,,10977
,peroxidase,,,,,,,,,Guajacol+H2O2,,,0.05,,7.0,22.0,,,10978
,peroxidase,,,,,,,,,H2O2+p-phenylenediamine,,,27.6,,6.2,22.0,,,10979
Pt,peroxidase,spherical,1.26,1.26,1.26,Citrus polysaccharide,,0.237,0.00050378,TMB + H2O2,0.086,0.39,21.4,,4,40.0,-12.0,,10980
Pt,peroxidase,spherical,1.26,1.26,1.26,Citrus polysaccharide,,14.399,0.00018605,H2O2 + TMB,1.429,4.286,0.386,,4,40.0,-12.0,,10981
,,,,,,,,,,,,,,,,,,,10982
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.6,,,,10983
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.6,,,,10984
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.3,,,,10985
,peroxidase,,,,,,,,,guaiacol + H2O2,,,0.33,,7.4,22.0,,,10986
,peroxidase,,,,,,,,,H2O2+GSH,,,,,,37.0,,,10987
,peroxidase,,,,,,,,,H2O2+benzidine,,,30.0,,7.2,30.0,,,10988
,peroxidase,,,,,,,,,,,,,,3.00,4.0,,,10989
,peroxidase,,,,,,,,,,,,,,7.00,4.0,,,10990
,peroxidase,,,,,,,,,,,,,,10.5,4.0,,,10991
Fe 7S 8,peroxidase,nanofiber,,,,Diethylenetriamine,,0.895,,H2O2+TMB,0.5,150.0,800.0,1.0,4.0,30.0,,,10992
Fe 7S 8,peroxidase,nanofiber,,,,Diethylenetriamine,,0.548,,TMB+H2O2,,,10.0,,,,,,10993
Au NCs,peroxidase,spherical,2.35,2.35,2.35,BSA,,2.085,,luminol + H2O2,0.01,5.0,10.0,,9,37.0,15.067,,10994
cationic Au NCs,peroxidase,spherical,2.35,2.35,2.35,BSA,,1.182,,luminol + H2O2,0.01,5.0,50.0,,9,37.0,,,10995
cationic Au NCs,peroxidase,spherical,2.35,2.35,2.35,BSA,,,,ABTS + H2O2,,,400.0,,5,25.0,,,10996
cationic Au NCs,peroxidase,spherical,2.35,2.35,2.35,BSA,,,,ABTS + H2O2,,,400.0,,6,25.0,,,10997
cationic Au NCs,peroxidase,spherical,2.35,2.35,2.35,BSA,,,,ABTS + H2O2,,,400.0,,7,25.0,,,10998
,peroxidase,,,,,,,,,guaiacol + H2O2,,,18.0,,5.5,25.0,,,10999
,glutathione peroxidase,,,,,,,,,H2O2+NADPH,,,0.25,,7.0,25.0,,,11000
Fc,peroxidase,,,,,N-Methyl-2-pyrrolidone,,0.13,4.79e-06,TMB+H2O2,0.01,1.0,10.0,,3,25.0,,,11001
Fc,peroxidase,,,,,N-Methyl-2-pyrrolidone,,50.08,9.77e-06,H2O2+TMB,1.52,100.0,1.0,,3,25.0,,,11002
Se,glutathione peroxidase,,55.0,55.0,55.0,,,,,H2O2 + GSH,,,,,,,,,11003
,,,,,,,,,,,,,,,,,,,11004
PDI/Si-CeO2,peroxidase,irregular,5.0,5.0,5.0,,,0.123,9.912000000000003e-08,TMB + H2O2,0.02,0.18,250.0,,5.0,55.0,,59.56,11005
PDI/Si-CeO2,peroxidase,irregular,5.0,5.0,5.0,,,1.256,1.884e-08,H2O2 + TMB,1.0,8.0,1.0,,5.0,55.0,,59.56,11006
,peroxidase,,,,,,,,,H2O2+o-dianisidine,,,,,5.2,25.0,,,11007
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,5.2,,,,11008
,peroxidase,,,,,,,,,H2O2+o-dianisidine,,,,,5.8,,,,11009
,peroxidase,,,,,,,,,H2O2+guaiacol,,,,,5.8,,,,11010
,peroxidase,,,,,,,,,H2O2+benzidine,,,,,,,,,11011
,ethylene forming enzyme,,,,,,,,,a-keto-γ-methylthiobutyrate,,,,,7.8,,,,11012
,catalase,,,,,,,,,H2O2,,,,,7.0,,,,11013
,glutathione peroxidase,,,,,,,,,cumene hydroperoxide,,,,,,,,,11014
,superoxide dismutase,,,,,,,,,xanthine + xanthine oxidase,,,,,7.8,37.0,,,11015
Au,peroxidase,spherical,55.0,55.0,55.0,,Cetyltrimethylammonium bromide,,,H2O2,0.01,7.0,,,7.0,22.0,,,11016
Au,peroxidase,rods,450.0,27.5,,,Cetyltrimethylammonium bromide,,,H2O2,0.01,7.0,,,7.0,22.0,,,11017
,peroxidase,,,,,,,,,TMB+H2O2,,,,,5.5,45.0,,,11018
Fe2O3,peroxidase,spherical,35.0,35.0,35.0,,,0.0887,9.7e-09,TMB+H2O2,0.0,0.32,80.0,,4.0,25.0,,,11019
Fe2O3,peroxidase,spherical,35.0,35.0,35.0,,,157.19,1.284e-08,H2O2+TMB,0.0,80.0,0.08,,4.0,25.0,,,11020
Fe3O4,peroxidase,spherical,100.0,100.0,100.0,,,,,TMB+H2O2,0.001,1.0,10.0,0.025,4,25.0,,,11021
Fe3O4,peroxidase,spherical,100.0,100.0,100.0,,,,,H2O2+TMB,1.0,10.0,1.0,0.025,4,25.0,,,11022
,,,,,,,,,,,,,,,,,,,11023
,peroxidase,,,,,,,,,,,,,,,100.0,,,11024
,peroxidase,,,,,,,,,,,,,,,90.0,,,11025
,peroxidase,,,,,,,,,,,,,,,80.0,,,11026
,peroxidase,,47500000.0,47500000.0,47500000.0,,,,,,,,,,,2.0,,,11027
,peroxidase,,125000000.0,,,,,,,,,,,,,20.0,,,11028
,,,,,,,,,,,,,,,,,,,11029
Co-MOF,peroxidase,polyhedral,,,,,,1.6,0.00172,glucose,0.0,1.6,,,12,25.0,,,11030
Pd,peroxidase,plates,40.0,40.0,,Poly(N-Vinylpyrrolidone),,0.1098,5.820000000000001e-08,TMB+H2O2,0.01,0.5,10.0,,4.5,25.0,,,11031
Pd,peroxidase,plates,40.0,40.0,,Poly(N-Vinylpyrrolidone),,4.398,6.51e-08,H2O2+TMB,0.01,10.0,0.5,,4.5,25.0,,,11032
Pd@Pt,peroxidase,plates,40.0,40.0,,Poly(N-Vinylpyrrolidone),,0.0865,6.228e-08,TMB+H2O2,0.01,0.5,10.0,,4.5,25.0,,,11033
Pd@Pt,peroxidase,plates,40.0,40.0,,Poly(N-Vinylpyrrolidone),,2.231,5e-08,H2O2+TMB,0.01,10.0,0.5,,4.5,25.0,,,11034
MoS2@Au,peroxidase,spherical,100.0,100.0,100.0,,,,,TMB+H2O2,0.001,0.1,0.005,,5,37.0,,,11035
MoS2@Au,peroxidase,spherical,100.0,100.0,100.0,,,,,H2O2+TMB,0.001,0.1,0.005,,5,37.0,,,11036
CeO2,catalase,spherical,12.0,12.0,12.0,poly(ethylene glycol),,,,H2O2,,,,,,,-22.8,,11037
Fe/Al-GNE,peroxidase,spherical,40.0,40.0,40.0,,,,,H2O2,0.025,1.0,13.0,0.02,6.9,25.0,,,11038
Fe/Al-GNE,peroxidase,spherical,40.0,40.0,40.0,,,,,H2O2,0.025,1.0,13.0,0.02,5.4,25.0,,,11039
Fe/Al-GNE,peroxidase,spherical,40.0,40.0,40.0,,,,,H2O2,0.025,1.0,13.0,0.02,6.5,25.0,,,11040
Fe/Al-GNE,peroxidase,spherical,40.0,40.0,40.0,,,,,H2O2,0.025,1.0,13.0,0.02,7.4,25.0,,,11041
,glutathione peroxidase,,,,,,,,,t-butyl hydroperoxide + glutathione,,,,,7.0,37.0,,,11042
SWNT-NH2@hemin,peroxidase,,,,,,,0.528,0.0001008,TMB+H2O2,0.05,0.35,10.0,,3.0,25.0,,,11043
SWNT-NH2@hemin,peroxidase,,,,,,,26.012,0.00022558,H2O2+TMB,0.26,4.16,0.8,,3.0,25.0,,,11044
SWNT@hemin,peroxidase,,,,,,,0.555,8.775e-05,TMB+H2O2,,,10.0,,3.0,25.0,,,11045
SWNT@hemin,peroxidase,,,,,,,20.319,1.218e-05,H2O2+TMB,,,0.8,,3.0,25.0,,,11046
SWNT-COOH@hemin,peroxidase,,,,,,,0.54,7.559e-05,TMB+H2O2,,,10.0,,3.0,25.0,,,11047
SWNT-COOH@hemin,peroxidase,,,,,,,27.166,9.92e-06,H2O2+TMB,,,0.8,,3.0,25.0,,,11048
Fe3(BDC)3,peroxidase,cubic,100.0,100.0,100.0,,,,,TMB+H2O2,0.0045,0.06,0.0001,1.0,4.0,40.0,,,11049
Fe3(BDC)3,peroxidase,cubic,100.0,100.0,100.0,,,,,TMB+H2O2,0.0045,0.3,0.0001,1.0,4.0,55.0,,,11050
,peroxidase,,,,,,,,,H2O2+TMB,,,,,7.3,,,,11051
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.4,,,,11052
,peroxidase,,,,,,,,,pyrogallol+H2O2,,,100.0,,5.6,25.0,,,11053
,peroxidase,,,,,,,,,guaiacol+H2O2,,,,,,,,,11054
,peroxidase,,,,,,,,,benzidine+H2O2,,,,,,,,,11055
C7H9NO3Se,glutathione peroxidase,,,,,,,0.2,1.7581666666666669,GSH+H2O2,0.125,3.0,0.8,,7.5,,,,11056
C7H9NO3Se,glutathione peroxidase,,,,,,,9.25,17.829666666666665,H2O2+GSH,0.2,1.2,1.0,,7.5,,,,11057
C20H24N2O6Se2,glutathione peroxidase,,,,,,,0.18,2.5138333333333334,GSH+H2O2,0.125,3.0,0.8,,7.5,,,,11058
C20H24N2O6Se2,glutathione peroxidase,,,,,,,0.19,3.075,H2O2+GSH,0.2,1.2,1.0,,7.5,,,,11059
HRP,peroxidase,,,,,,,,,TMB + H2O2,,,,,3.3,20.0,,,11060
Fe3O4,peroxidase,spherical,10.0,10.0,10.0,,,0.15,0.05,H2O2+TMB,0.01,1.0,1.0,0.1,7,25.0,,,11061
Fe3O4,peroxidase,spherical,10.0,10.0,10.0,,,0.15,0.05,TMB+H2O2,0.01,1.0,1.0,0.1,7,25.0,,,11062
Se,glutathione peroxidase,,,,,,,,,TMB+H2O2,,,0.0005,,,36.5,,,11063
Se,glutathione peroxidase,,,,,,,,,H2O2+TMB,,,3.1e-05,,,36.5,,,11064
Sepp1UF,peroxidase,,,,,,,0.25,0.001,H2O2+TMB,,,0.25,,7.5,22.0,,,11065
Sepp1UF,peroxidase,,,,,,,2.5,0.001,H2O2+TMB,,,2.5,,7.5,22.0,,,11066
Sepp1UF,peroxidase,,,,,,,5.0,0.001,H2O2+TMB,,,5.0,,7.5,22.0,,,11067
Sepp1UF,peroxidase,,,,,,,10.0,0.001,H2O2+TMB,,,10.0,,7.5,22.0,,,11068
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.4,22.0,,,11069
,peroxidase,,,,,,,,,H2O2+TMB,,,,,7.4,22.0,,,11070
,,,,,,,,,,,,,,,,,,,11071
NBD-CL,peroxidase,,,,,,,0.005,0.001,Amplex Red + H2O2,0.005,0.1,0.1,,7.4,37.0,,,11072
NBD-CL,peroxidase,,,,,,,0.005,0.001,H2O2 + Amplex Red,0.005,0.1,0.1,,7.4,37.0,,,11073
C34H28Fe2N2O2Se2,thioredoxin peroxidase,,,,,,,1.0,0.000223,H2O2+PhSH,,,1.0,,,25.0,,,11074
C30H36Fe2N2O2Se2,thioredoxin peroxidase,,,,,,,1.0,0.0002661666666666,H2O2+PhSH,,,1.0,,,25.0,,,11075
C38H38Fe2N2O2Se2,thioredoxin peroxidase,,,,,,,1.0,0.0003163333333333,H2O2+PhSH,,,1.0,,,25.0,,,11076
C26H28N2Se2,thioredoxin peroxidase,,,,,,,1.0,0.0046633333333333,H2O2+PhSH,,,1.0,,,25.0,,,11077
C12H6N4O8Se2,thioredoxin peroxidase,,,,,,,1.0,0.0028443333333333,H2O2+PhSH,,,1.0,,,25.0,,,11078
,thioredoxin peroxidase,,,,,,,,,H2O2 + thiol,,,,,2,,,,11079
Fe3O4,peroxidase,nanostructure,,,,,,0.811,5.139,TMB+H2O2,0.01,0.1,250.0,0.3,4,25.0,,,11080
Fe3O4,peroxidase,nanostructure,,,,,,0.025,9.409,H2O2+TMB,1.0,10.0,1.0,0.3,4,25.0,,,11081
,peroxidase,,,,,,,0.0015,2e-06,H2O2+TMB,0.0,0.01,0.05,,5.0,25.0,,,11082
,peroxidase,,,,,,,0.0015,2e-06,TMB+H2O2,0.0,0.01,0.05,,5.0,25.0,,,11083
,,,,,,,,,,,,,,,,,,,11084
,,,,,,,,,,,,,,,,,,,11085
,peroxidase,,,,,,,,,TMB+H2O2,,,,,7.0,27.0,,,11086
,peroxidase,,,,,,,,,H2O2+TMB,,,,,7.0,27.0,,,11087
,,,,,,,,,,,,,,,,,,,11088
Eu2O2S,peroxidase,plates,10.0,10.0,0.3,,Oleic acid,0.034,0.000522,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,121.99,11089
Eu2O2S,peroxidase,plates,10.0,10.0,0.3,,Oleic acid,30.11,0.001809,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,121.99,11090
Eu2O2S,peroxidase,spherical,13.0,13.0,13.0,,,0.14,0.000683,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,68.69,11091
Eu2O2S,peroxidase,spherical,13.0,13.0,13.0,,,142.34,0.004488,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,68.69,11092
Eu2O2S,peroxidase,rods,3.0,7.0,,,Oleylamine,0.182,0.000679,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,60.91,11093
Eu2O2S,peroxidase,rods,3.0,7.0,,,Oleylamine,195.48,0.00382,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,60.91,11094
Eu2O3,peroxidase,,,,,,,0.27,0.000787,H2O2+TMB,3.0,80.0,10.0,,4.0,40.0,,170.0,11095
Eu2O3,peroxidase,,,,,,,211.59,0.004366,TMB+H2O2,2.0,30.0,25.0,,4.0,40.0,,170.0,11096
Pt,peroxidase,branched,40.0,40.0,40.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,0.174,0.00101,TMB+H2O2,0.02,0.5,100.0,0.019,4,25.0,,,11097
Pt,peroxidase,branched,40.0,40.0,40.0,Poly(N-Vinylpyrrolidone),Ascorbic acid,82.7,0.00177,H2O2+TMB,10.0,100.0,0.5,0.019,4,25.0,,,11098
WO3,peroxidase,rods,52.6,52.6,52.6,,,23.0,,H2O2,0.0,50.0,20.0,5.0,7.0,25.0,,,11099
Pd-WO3-SiO2,peroxidase,,67.3,67.3,67.3,,,19.5,,H2O2,0.0,50.0,20.0,5.0,7.0,25.0,,,11100
Pd-WO3-SiO2-PB,peroxidase,,85.0,85.0,85.0,,,8.1,,H2O2,0.0,50.0,20.0,5.0,7.0,25.0,,,11101
Pd-WO3-SiO2-PB,peroxidase,,85.0,85.0,85.0,,,,,H2O2,1e-05,5.0,,,7.0,25.0,,,11102
WO3,peroxidase,,,,,,,,,H2O2,,,,,,,,,11103
Pd-WO3-SiO2,peroxidase,,,,,,,,,H2O2,,,,,,,,,11104
Pd-WO3-SiO2-PB,peroxidase,,,,,,,,,H2O2,,,,,,,,,11105
,peroxidase,,,,,Poly(N-Vinylpyrrolidone),,,,guaiacol + H2O2,,,100.0,,7.0,25.0,,,11106
,glutathione peroxidase,,,,,,,,,GSH + tert-butyl hydroperoxide,,,12.0,,7.0,37.0,,,11107
NaF,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11108
NH4F,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11109
CaF2,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11110
Na2PO3F,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11111
SnF2,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11112
TiF4,peroxidase,,,,,,,,,H2O2+TMB,1.0,20.0,0.2,,5.5,37.0,,,11113
Fe3O4/SiO2/Gr,lipase,block,60.0,60.0,60.0,,Triton X-100,,,p-NPP,,,,,7.4,45.0,,,11114
Fe3O4/SiO2/Gr,lipase,block,60.0,60.0,60.0,,Cetyltrimethylammonium bromide,,,p-NPP,,,,,7.4,45.0,,,11115
Fe3O4/SiO2/Gr,lipase,block,60.0,60.0,60.0,,Triton X-100,,,valeric acid + ethanol,,,,,7.4,45.0,,,11116
Fe3O4/SiO2/Gr,lipase,block,60.0,60.0,60.0,,Cetyltrimethylammonium bromide,,,valeric acid + ethanol,,,,,7.4,45.0,,,11117
,glutathione peroxidase,,,,,,,,,H2O2,0.25,0.75,,,,37.0,,,11118
,glutathione peroxidase,,,,,,,,,H2O2,0.1,0.3,,,,37.0,,,11119
,glutathione peroxidase,,,,,,,,,UVB,,,,,,37.0,,,11120
P450CLA,peroxidase,,,,,,,10.0,10.0,H2O2+TMB,,,375.0,,8.0,25.0,,,11121
Co(II) complex 1,peroxidase,,,,,,,10.0,,H2O2,0.0,10.0,,,7.4,37.0,,,11122
Co(II) complex 2,peroxidase,,,,,,,10.0,,H2O2,0.0,10.0,,,7.4,37.0,,,11123
C22H24N2O6Se2,glutathione peroxidase,,,,,,,0.25,0.594,H2O2+GSH,0.025,0.5,0.26,,7.5,25.0,,,11124
