doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,surface_chemistry,polymer_used_in_synthesis,surfactant,reaction_type
10.1016.j.colsurfb.2017.03.038,mistral,mistral-large-latest,./prompts/prompt5.txt,9810,31942,1924,5257,Fe3O4,peroxidase,,polygonal,,,,,,,,,,,,,25 nm,25.0,,,,,,,16.9 m2 g-1,16.9,-13.8 mV,-13.8,,,,,,,25 μg/mL,0.025,0.63 μM,0.00063,3.6,,"[""FeCl3\u00b76H2O"", ""Gelatin"", ""Ethylene glycol"", ""NaAc"", ""NaOH""]",,,,TMB + H2O2
10.1016.j.colsurfb.2017.03.038,mistral,mistral-large-latest,./prompts/prompt5.txt,9810,31942,1924,5257,Fe3O4,peroxidase,,polygonal,,,,,,,,,,,,,8.5 nm,8.5,,,,,,,21.8 m2 g-1,21.8,-10.5 mV,-10.5,,,,,,,25 μg/mL,0.025,0.63 μM,0.00063,3.6,,"[""FeCl3\u00b76H2O"", ""Gelatin"", ""Ethylene glycol"", ""NaAc"", ""NaOH""]",,,,TMB + H2O2
10.1016.j.bios.2015.05.025,mistral,mistral-large-latest,./prompts/prompt5.txt,11404,37283,615,1416,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,,,,,0.082 mM,0.082,,,,,,,,,0.1 ng/mL,,100 ng/mL,,,,1 mM,1.0,,,"[""FeCl3\u20226H2O"", ""ethylene glycol"", ""NaAc""]",,,ethylene glycol,H2O2+TMB
10.1016.j.bios.2015.05.025,mistral,mistral-large-latest,./prompts/prompt5.txt,11404,37283,615,1416,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ng/mL,,100 ng/mL,,,,1 mM,1.0,,,"[""FeCl3\u20226H2O"", ""ethylene glycol"", ""NaAc""]",,,ethylene glycol,TMB+H2O2
10.1556.aphysiol.96.2009.1.4,mistral,mistral-large-latest,./prompts/prompt5.txt,9276,27387,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1021.jacs.9b12873,mistral,mistral-large-latest,./prompts/prompt5.txt,25303,69802,858,2389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.saa.2019.117606,mistral,mistral-large-latest,./prompts/prompt5.txt,15608,44200,1605,3619,Au,peroxidase,,spherical,,,,,,,,,,,,,25 nm,25.0,,,,,,,,,,,,,,,,,,,250 μL of H2O2 30%,,3.0,,"[""HAuCl4$3H2O"", ""Na3C6H5O7"", ""PVA""]",PVA,PVA,trisodium citrate,TMB+H2O2
10.1016.j.saa.2019.117606,mistral,mistral-large-latest,./prompts/prompt5.txt,15608,44200,1605,3619,Au,peroxidase,,spherical,,,,,,,,,,,,,30 nm,30.0,,,,,,,,,,,,,,,,,,,250 μL of H2O2 30%,,3.0,,"[""HAuCl4$3H2O"", ""Na3C6H5O7"", ""PVA""]",PVA,PVA,trisodium citrate,TMB+H2O2
10.1016.j.saa.2019.117606,mistral,mistral-large-latest,./prompts/prompt5.txt,15608,44200,1605,3619,Au,peroxidase,,spherical,,,,,,,,,,,,,45 nm,45.0,,,,,,,,,,,,,,,,,,,250 μL of H2O2 30%,,3.0,,"[""HAuCl4$3H2O"", ""Na3C6H5O7"", ""PVA""]",PVA,PVA,trisodium citrate,TMB+H2O2
10.1016.j.saa.2019.117606,mistral,mistral-large-latest,./prompts/prompt5.txt,15608,44200,1605,3619,Au,peroxidase,,spherical,,,,,,,,,,,,,50 nm,50.0,,,,,,,,,,,,,,,,,,,250 μL of H2O2 30%,,3.0,,"[""HAuCl4$3H2O"", ""Na3C6H5O7"", ""PVA""]",PVA,PVA,trisodium citrate,TMB+H2O2
10.1016.j.saa.2019.117606,mistral,mistral-large-latest,./prompts/prompt5.txt,15608,44200,1605,3619,Au,peroxidase,,spherical,,,,,,,,,,,,,52 nm,52.0,,,,,,,,,,,,,,,,,,,250 μL of H2O2 30%,,3.0,,"[""HAuCl4$3H2O"", ""Na3C6H5O7"", ""PVA""]",PVA,PVA,trisodium citrate,TMB+H2O2
10.1023.a:1015504515492,mistral,mistral-large-latest,./prompts/prompt5.txt,10326,32914,287,700,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0 pH,25 °C,"[""sodium phosphate buffer"", ""sodium chloride"", ""2-mercaptoethanol""]",,,,
10.1039.b509865c,mistral,mistral-large-latest,./prompts/prompt5.txt,17223,34946,2311,5667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.bios.2018.03.025,mistral,mistral-large-latest,./prompts/prompt5.txt,14377,48726,917,1987,Ag,peroxidase,,quasi-spherical,,,,,,,,,,,,,sub-100 nm,,,,0.49 mM,0.49,1.23 mM/s,1.23,,,,,,,0.025 mM,0.025,1 mM,1.0,825 ppm equivalent of Ag+ ions,,10 mM,10.0,5.0,37 °C,"[""Tin(II) chloride (SnCl2)"", ""Palladium(II) nitrate (Pd(NO3)2)"", ""Silver nitrate (AgNO3)"", ""Ammonia (NH3, 2.8% w/w aq.)"", ""Glucose (C6H12O6)"", ""Sodium acetate (NaAc)"", ""Acetic acid (CH3COOH)"", ""Hydrochloric acid"", ""Ascorbic acid"", ""Terephthalic acid (TA)"", ""Hydrogen peroxide (H2O2, 30% w/w)""]",,,,TMB+H2O2
10.1016.j.bios.2018.03.025,mistral,mistral-large-latest,./prompts/prompt5.txt,14377,48726,917,1987,Ag,peroxidase,,quasi-spherical,,,,,,,,,,,,,sub-100 nm,,,,14.95 mM,14.95,1.21 mM/s,1.21,,,,,,,2 mM,2.0,20 mM,20.0,825 ppm equivalent of Ag+ ions,,0.2 mM,0.2,5.0,37 °C,"[""Tin(II) chloride (SnCl2)"", ""Palladium(II) nitrate (Pd(NO3)2)"", ""Silver nitrate (AgNO3)"", ""Ammonia (NH3, 2.8% w/w aq.)"", ""Glucose (C6H12O6)"", ""Sodium acetate (NaAc)"", ""Acetic acid (CH3COOH)"", ""Hydrochloric acid"", ""Ascorbic acid"", ""Terephthalic acid (TA)"", ""Hydrogen peroxide (H2O2, 30% w/w)""]",,,,H2O2+TMB
10.1002.cctc.201500263,mistral,mistral-large-latest,./prompts/prompt5.txt,16063,44396,722,1693,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3390.molecules25071536,mistral,mistral-large-latest,./prompts/prompt5.txt,19222,57637,1105,2566,ABTS,peroxidase,,,,,,,,,,,,,,,,,,,37 µM,0.037,,,,,,,,,,,,,,,100 µM,0.1,3.5 pH,40 °C,[],,,,ABTS+H2O2
10.3390.molecules25071536,mistral,mistral-large-latest,./prompts/prompt5.txt,19222,57637,1105,2566,ABTS,peroxidase,,,,,,,,,,,,,,,,,,,37 µM,0.037,,,,,,,,,,,,,,,100 µM,0.1,3.5 pH,40 °C,[],,,,H2O2+ABTS
10.3390.molecules25071536,mistral,mistral-large-latest,./prompts/prompt5.txt,19222,57637,1105,2566,Mn2+,peroxidase,,,,,,,,,,,,,,,,,,,1025 µM,1.025,,,,,,,,,,,,,,,100 µM,0.1,3.5 pH,40 °C,[],,,,Mn2++H2O2
10.3390.molecules25071536,mistral,mistral-large-latest,./prompts/prompt5.txt,19222,57637,1105,2566,Mn2+,peroxidase,,,,,,,,,,,,,,,,,,,1025 µM,1.025,,,,,,,,,,,,,,,100 µM,0.1,3.5 pH,40 °C,[],,,,H2O2+Mn2+
10.1016.j.molcata.2012.01.022,mistral,mistral-large-latest,./prompts/prompt5.txt,14343,40658,895,2349,,,,,,,,,,,,,,,,,,,,,,,,,496 m2g−1,,,,,,,,,,,,,,4.0 × 10−3mole of catalyst/100 mg of silica SiO2 grafted → 8.24 × 10−8mol m−2,30 ◦C,"[""2,5-Dihydroxybenzaldehyde"", ""Et3N"", ""benzoic anhydride"", ""4-dimethylaminopyridine"", ""K2CO3"", ""2-Bromopropane"", ""Ph3P+CH3I\u2212"", ""NaH"", ""THF"", ""sodium methoxide"", ""(3-iodopropyl)trimethoxysilane""]",3-Formyl-4-(propan-2-yloxy)phenyl benzoate (6),,,
10.1016.j.molcata.2012.01.022,mistral,mistral-large-latest,./prompts/prompt5.txt,14343,40658,895,2349,,,,,,,,,,,,,,,,,,,,,,,,,64 m2g−1,,,,,,,,,,,,,,2.07 × 10−3mole of catalyst/100 mg of zirconia grafted → 3.23 × 10−7mol m−2,30 ◦C,"[""2,5-Dihydroxybenzaldehyde"", ""Et3N"", ""benzoic anhydride"", ""4-dimethylaminopyridine"", ""K2CO3"", ""2-Bromopropane"", ""Ph3P+CH3I\u2212"", ""NaH"", ""THF"", ""sodium methoxide"", ""(3-iodopropyl)trimethoxysilane""]",3-Formyl-4-(propan-2-yloxy)phenyl benzoate (6),,,
10.1021.acs.analchem.9b01655,mistral,mistral-large-latest,./prompts/prompt5.txt,18502,54465,1111,3003,Ag/Au NSs,catalase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 ppm,,50 mM,50.0,,,[],,,,TMB+H2O2
10.1021.acs.analchem.9b01655,mistral,mistral-large-latest,./prompts/prompt5.txt,18502,54465,1111,3003,CDs,catalase,,,,,,,,,,,,,,,2.5 nm,2.5,,,,,,,,,,,,,,,,,2 mg/mL,2.0,50 mM,50.0,,,[],,,,TMB+H2O2
10.1021.acs.analchem.9b01655,mistral,mistral-large-latest,./prompts/prompt5.txt,18502,54465,1111,3003,CAANSs,catalase,,,,,,,,,,,,,,,52 nm,52.0,,,~23 mM,23.0,6.55 × 10−5 M s−1,,,,-27 mV,-27.0,,,5 mM,5.0,50 mM,50.0,5 ppm,,,,,,"[""Ag/Au NSs"", ""CDs""]",,,,TMB+H2O2
10.1021.acs.analchem.9b01655,mistral,mistral-large-latest,./prompts/prompt5.txt,18502,54465,1111,3003,CAANSs,catalase,,,,,,,,,,,,,,,52 nm,52.0,,,,,,,,,-27 mV,-27.0,,,,,,,5 ppm,,5 mM,5.0,6.0,,"[""Ag/Au NSs"", ""CDs""]",,,,H2O2+TMB
10.1021.jp503242e,mistral,mistral-large-latest,./prompts/prompt5.txt,20482,55278,2225,5278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1002.bio.3899,mistral,mistral-large-latest,./prompts/prompt5.txt,8374,28143,927,2210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jcis.2015.08.032,mistral,mistral-large-latest,./prompts/prompt5.txt,8374,26020,912,1910,FeP,peroxidase,orthorhombic,cubic,,,,,,,,,,,,,150 nm,150.0,,,0.1 mM,0.1,2.5 µM/s,0.0025,39.55 m2 g⁻1,,,,,,50 µM,0.05,900 µM,0.9,10 µg/mL,0.01,5 mM,5.0,4.0 ,25 °C,"[""3,30,5,50-tetramethylbenzidine (TMB)"", ""sodium hypophosphite (NaH2PO2)"", ""Poly (N-vinyl-2-pyrrolidone) (PVP)"", ""hydrogen peroxide (H2O2)"", ""potassium hexacyanoferrate(II) trihydrate (K4Fe(CN)6\u00b73H2O)""]",,Poly (N-vinyl-2-pyrrolidone) (PVP),,TMB+H2O2
10.1016.j.jcis.2015.08.032,mistral,mistral-large-latest,./prompts/prompt5.txt,8374,26020,912,1910,FeP,peroxidase,orthorhombic,cubic,,,,,,,,,,,,,150 nm,150.0,,,5.0 mM,5.0,3.3 µM/s,0.0033,39.55 m2 g⁻1,,,,,,1 mM,1.0,20 mM,20.0,10 µg/mL,0.01,0.1 mM,0.1,4.0 ,25 °C,"[""3,30,5,50-tetramethylbenzidine (TMB)"", ""sodium hypophosphite (NaH2PO2)"", ""Poly (N-vinyl-2-pyrrolidone) (PVP)"", ""hydrogen peroxide (H2O2)"", ""potassium hexacyanoferrate(II) trihydrate (K4Fe(CN)6\u00b73H2O)""]",,Poly (N-vinyl-2-pyrrolidone) (PVP),,H2O2+TMB
10.1038.s41467-020-15730-x,mistral,mistral-large-latest,./prompts/prompt5.txt,22372,63504,1523,3331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1002.aoc.4018,mistral,mistral-large-latest,./prompts/prompt5.txt,13531,37604,802,2204,Fe3O4/MWCNTs,peroxidase,,spherical,,,,,,,,,,,,,25 nm,25.0,,,8.3 mM,8.3,1.4 mM min−1,,,,,,,,,,,,2 mg ml−1,,,,7.0,room temperature,"[""ammonium iron (II) sulfate"", ""sodium acetate"", ""4\u2010AAP"", ""GOX"", ""hydrazine hydrate"", ""phenol"", ""TMB"", ""dimethyl sulfoxide"", ""H2O2"", ""acetic acid"", ""KH2PO4"", ""K2HPO4""]",,,,H2O2+TMB
10.1002.aoc.4018,mistral,mistral-large-latest,./prompts/prompt5.txt,13531,37604,802,2204,Fe3O4/MWCNTs,peroxidase,,spherical,,,,,,,,,,,,,25 nm,25.0,,,8.3 mM,8.3,1.4 mM min−1,,,,,,,,,,,,2 mg ml−1,,,,7.0,room temperature,"[""ammonium iron (II) sulfate"", ""sodium acetate"", ""4\u2010AAP"", ""GOX"", ""hydrazine hydrate"", ""phenol"", ""TMB"", ""dimethyl sulfoxide"", ""H2O2"", ""acetic acid"", ""KH2PO4"", ""K2HPO4""]",,,,TMB+H2O2
10.1016.j.microc.2021.106238,mistral,mistral-large-latest,./prompts/prompt5.txt,10795,32905,1675,3763,Ti3C2,peroxidase,,nano-sheets,,,,,,,,,,,,,,,,,33.84 mM,33.84,4.52 10^-8 M/s,4.5199999999999994e-05,,,-9.16 mV,-9.16,,,,,,,5.0 μg/mL,0.005,1.0 mM,1.0,4.0,40 ∘C,"[""TMAOH"", ""DMSO"", ""PAA"", ""Tyr"", ""AA"", ""NaCl"", ""KCl"", ""FeCl3\u22c56H2O"", ""OPD"", ""TA"", ""TMB"", ""ABTS"", ""H2O2"", ""C2H5OH"", ""TB"", ""Hb"", ""Tris-HCl"", ""MgCl2\u22c56H2O"", ""CaCl2\u22c52H2O""]",,,,H2O2+OPD
10.1016.j.microc.2021.106238,mistral,mistral-large-latest,./prompts/prompt5.txt,10795,32905,1675,3763,Ti3C2,peroxidase,,nano-sheets,,,,,,,,,,,,,,,,,0.952 mM,0.952,5.89 10^-8 M/s,5.8899999999999995e-05,,,-9.16 mV,-9.16,,,,,,,5.0 μg/mL,0.005,10 mM,10.0,4.0,40 ∘C,"[""TMAOH"", ""DMSO"", ""PAA"", ""Tyr"", ""AA"", ""NaCl"", ""KCl"", ""FeCl3\u22c56H2O"", ""OPD"", ""TA"", ""TMB"", ""ABTS"", ""H2O2"", ""C2H5OH"", ""TB"", ""Hb"", ""Tris-HCl"", ""MgCl2\u22c56H2O"", ""CaCl2\u22c52H2O""]",,,,OPD+H2O2
10.1016.j.microc.2021.106238,mistral,mistral-large-latest,./prompts/prompt5.txt,10795,32905,1675,3763,Ti3C2@ssDNA,peroxidase,,nano-sheets,,,,,,,,,,,,,,,,,38.0 mM,38.0,9.26 10^-8 M/s,9.26e-05,,,-20.23 mV,-20.23,,,,,,,5.0 μg/mL,0.005,1.2 mM,1.2,4.0,40 ∘C,"[""TMAOH"", ""DMSO"", ""PAA"", ""Tyr"", ""AA"", ""NaCl"", ""KCl"", ""FeCl3\u22c56H2O"", ""OPD"", ""TA"", ""TMB"", ""ABTS"", ""H2O2"", ""C2H5OH"", ""TB"", ""Hb"", ""Tris-HCl"", ""MgCl2\u22c56H2O"", ""CaCl2\u22c52H2O""]",ssDNA,,,H2O2+OPD
10.1016.j.microc.2021.106238,mistral,mistral-large-latest,./prompts/prompt5.txt,10795,32905,1675,3763,Ti3C2@ssDNA,peroxidase,,nano-sheets,,,,,,,,,,,,,,,,,0.856 mM,0.856,8.04 10^-8 M/s,8.039999999999999e-05,,,-20.23 mV,-20.23,,,,,,,5.0 μg/mL,0.005,25 mM,25.0,4.0,40 ∘C,"[""TMAOH"", ""DMSO"", ""PAA"", ""Tyr"", ""AA"", ""NaCl"", ""KCl"", ""FeCl3\u22c56H2O"", ""OPD"", ""TA"", ""TMB"", ""ABTS"", ""H2O2"", ""C2H5OH"", ""TB"", ""Hb"", ""Tris-HCl"", ""MgCl2\u22c56H2O"", ""CaCl2\u22c52H2O""]",ssDNA,,,OPD+H2O2
10.1016.0014-5793(75)90060-5,mistral,mistral-large-latest,./prompts/prompt5.txt,6349,20214,835,2387,Liver alcohol dehydrogenase (LADH),peroxidase,,,,,,,,,,,,,,,,,,,0.6 mM,0.6,,,,,,,,,,,,,6 µN,,88 mM,88.0,7.0 0.05 M phosphate buffer,,"[""Horse liver alcohol dehydrogenase"", ""NADX"", ""NAD+"", ""NADH"", ""ADPR"", ""NMN"", ""pyrazol"", ""catalase"", ""N-1-methyl nicotinamide iodide"", ""Hydrogen peroxide"", ""Semicarbazide"", ""Pyrophosphate buffer"", ""Phosphate buffer"", ""EDTA""]",,,,NAD+H2O2
10.1016.0014-5793(75)90060-5,mistral,mistral-large-latest,./prompts/prompt5.txt,6349,20214,835,2387,Liver alcohol dehydrogenase (LADH),peroxidase,,,,,,,,,,,,,,,,,,,0.33 M,330.0,,,,,,,,,,,,,6 µN,,0.625 mM,0.625,7.0 0.05 M phosphate buffer,,"[""Horse liver alcohol dehydrogenase"", ""NADX"", ""NAD+"", ""NADH"", ""ADPR"", ""NMN"", ""pyrazol"", ""catalase"", ""N-1-methyl nicotinamide iodide"", ""Hydrogen peroxide"", ""Semicarbazide"", ""Pyrophosphate buffer"", ""Phosphate buffer"", ""EDTA""]",,,,H2O2+NAD
10.1016.0161-5890(83)90009-3,mistral,mistral-large-latest,./prompts/prompt5.txt,10488,32285,881,2372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.3390.molecules21081014,mistral,mistral-large-latest,./prompts/prompt5.txt,11414,42126,1371,3656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.j.jcis.2013.09.039,mistral,mistral-large-latest,./prompts/prompt5.txt,13574,42498,2293,5776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1074.jbc.272.8.4763,mistral,mistral-large-latest,./prompts/prompt5.txt,19983,49871,2265,5756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1111.j.1399-3054.1989.tb06180.x,mistral,mistral-large-latest,./prompts/prompt5.txt,5885,19528,354,846,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.3 mM,12.3,5.5,25 °C,"[""NaCl"", ""acetone"", ""cellulase"", ""pectinase"", ""sodium acetate"", ""guaiacol"", ""H2O2"", ""chlorpromazine"", ""trifluoperazine"", ""calmodulin""]",,,,guaiacol+H2O2
10.1016.j.saa.2020.118544,mistral,mistral-large-latest,./prompts/prompt5.txt,11536,31927,835,2093,Fe3O4@CP,peroxidase,cubic,spherical,,,,,,,,,,,,,168 nm,168.0,,,0.742 mM,0.742,15.214 10−8 M s−1,,,,,,,,0.1 mM,0.1,0.6 mM,0.6,12 μg mL−1,,0.6 mM,0.6,3 pH,50 °C,"[""FeCl3\u00b76H2O"", ""CuCl2\u00b72H2O"", ""sodium acetate"", ""ethyleneglycol"", ""sodium hydroxide"", ""sodium lignosulfonate"", ""acetic acid"", ""H2O2""]",sodium lignosulfonate,,,TMB+H2O2
10.1016.j.saa.2020.118544,mistral,mistral-large-latest,./prompts/prompt5.txt,11536,31927,835,2093,Fe3O4@CP,peroxidase,cubic,spherical,,,,,,,,,,,,,168 nm,168.0,,,0.195 mM,0.195,6.883 10−8 M s−1,,,,,,,,0.2 mM,0.2,4 mM,4.0,12 μg mL−1,,0.4 mM,0.4,3 pH,50 °C,"[""FeCl3\u00b76H2O"", ""CuCl2\u00b72H2O"", ""sodium acetate"", ""ethyleneglycol"", ""sodium hydroxide"", ""sodium lignosulfonate"", ""acetic acid"", ""H2O2""]",sodium lignosulfonate,,,H2O2+TMB
10.1515.cclm.1994.32.6.435,mistral,mistral-large-latest,./prompts/prompt5.txt,8287,25782,1652,4161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1016.s1570-9639(04)00004-4,mistral,mistral-large-latest,./prompts/prompt5.txt,12362,37711,843,2273,Cytochrome c,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,15000 Da,15000.0,,,,,,,20 mM,20.0,8.5 ,30 °C,[],,,,
10.1016.s1570-9639(04)00004-4,mistral,mistral-large-latest,./prompts/prompt5.txt,12362,37711,843,2273,Cytochrome c,peroxidase,,,,,,,,,,,,,,,,,,,12.9 mM,12.9,98.6 µmol/min/mg,,,,,,15000 Da,15000.0,,,,,,,20 mM,20.0,8.5 ,30 °C,[],,,,TMB+H2O2
10.1016.s1570-9639(04)00004-4,mistral,mistral-large-latest,./prompts/prompt5.txt,12362,37711,843,2273,Catalase-peroxidase,catalase,,,,,,,,,,,,,,,,,,,0.67 mM,0.67,115000 µmol/min/mg,,,,,,,,,,,,,,20 mM,20.0,8.5 ,30 °C,[],,,,
10.1016.j.ijbiomac.2019.06.065,mistral,mistral-large-latest,./prompts/prompt5.txt,10236,49020,921,2218,AuNWs,peroxidase,,nanowires,~7.0 μm,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""chlorauric acid"", ""sodium borohydride""]",,,cetyltrimethylammonium bromide,
10.1016.j.ijbiomac.2019.06.065,mistral,mistral-large-latest,./prompts/prompt5.txt,10236,49020,921,2218,PBNPs,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"[""ferric chloride"", ""potassium ferrocyanide""]",,,,
10.1016.j.ijbiomac.2019.06.065,mistral,mistral-large-latest,./prompts/prompt5.txt,10236,49020,921,2218,PBNPs@AuNWs,peroxidase,,nanowires,~7.0 μm,7000.0,,,,,,,,,,,,,,,,,,,,,,,,,5.0×10^-8 mol/L,4.9999999999999996e-05,1.623×10^-4 mol/L,0.16230000000000003,,,,,4.0,,"[""chlorauric acid"", ""sodium borohydride"", ""ferric chloride"", ""potassium ferrocyanide""]",,,cetyltrimethylammonium bromide,H2O2+TMB
10.1016.j.bios.2014.04.029,mistral,mistral-large-latest,./prompts/prompt5.txt,9559,29554,338,725,Au NPs,peroxidase,,spherical,,,,,,,,,,,,,8.1 ± 1.1 nm,8.1,7.0,9.2,~0.28 mM,0.28,,,,,,,,,2.5 mM,2.5,2.5 mM,2.5,2.1×10-8 M,,0.28 M,280.0,4.5,25 °C,"[""HAuCl4\u00b74H2O"", ""NaBH4""]",,,,TMB+H2O2
10.1021.la047161r,mistral,mistral-large-latest,./prompts/prompt5.txt,8204,24245,413,1126,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.25 mg L-1,,0.0262 mol L-1,,4.5,25.0 °C,"[""sodium dodecyl sulfate"", ""dodecyltrimethylammonium bromide"", ""n-hexanol"", ""n-dodecane"", ""citric acid monohydrate"", ""sodium citrate dihydrate"", ""hydrogen peroxide"", ""ABTS"", ""Millipore water""]",,,sodium dodecyl sulfate/dodecyltrimethylammonium bromide,ABTS + H2O2
10.1039.d0nr03931d,mistral,mistral-large-latest,./prompts/prompt5.txt,17294,51372,794,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1111.j.1439-0434.1975.tb03567.x,mistral,mistral-large-latest,./prompts/prompt5.txt,8842,26536,608,1728,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mM,0.0,72 mM,72.0,,,,,,37 °C,"[""actinomycin D"", ""mitomycin C"", ""indoltacetic acid"", ""gibberellic acid""]",,,,H2O2+TMB
10.1111.j.1439-0434.1975.tb03567.x,mistral,mistral-large-latest,./prompts/prompt5.txt,8842,26536,608,1728,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0 mM,0.0,72 mM,72.0,,,,,,37 °C,"[""actinomycin D"", ""mitomycin C"", ""indoltacetic acid"", ""gibberellic acid""]",,,,TMB+H2O2
10.1039.c3ra44709j,mistral,mistral-large-latest,./prompts/prompt5.txt,12970,35567,666,1560,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1177.32.6.6327807,mistral,mistral-large-latest,./prompts/prompt5.txt,9169,26806,394,989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1093.oxfordjournals.jbchem.a127712,mistral,mistral-large-latest,./prompts/prompt5.txt,10411,31788,594,1560,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,~0.0034 M,3.4,,,,,,,,,0.0034 M,3.4,0.81 M,810.0,,,33 mM,33.0,7.4,20 °C,"[""guaiacol"", ""hydrogen peroxide""]",,,,TMB+H2O2
10.1093.oxfordjournals.jbchem.a127712,mistral,mistral-large-latest,./prompts/prompt5.txt,10411,31788,594,1560,H2O2,peroxidase,,,,,,,,,,,,,,,,,,,~0.0034 M,3.4,,,,,,,,,,,,,,,0.27 mM,0.27,7.4,20 °C,"[""guaiacol"", ""hydrogen peroxide""]",,,,H2O2+TMB
10.1385.bter:73:1:47,mistral,mistral-large-latest,./prompts/prompt5.txt,6379,19946,256,642,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10.1016.j.jtemb.2004.01.001,mistral,mistral-large-latest,./prompts/prompt5.txt,11009,35091,850,2218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1007.bf00496201,mistral,mistral-large-latest,./prompts/prompt5.txt,6121,19928,352,968,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.003 %,,6.5 pH,37 °C,"[""glutaraldehyde"", ""paraformaldehyde"", ""cacodylate buffer"", ""sucrose"", ""DAB"", ""H2O2"", ""KCN"", ""3-amino-l,2,4-triazole""]",,,,TMB+H2O2
10.1071.ar9800357,mistral,mistral-large-latest,./prompts/prompt5.txt,9170,30602,691,1804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1021.acs.iecr.0c04094,mistral,mistral-large-latest,./prompts/prompt5.txt,22072,59206,1118,2742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1080.00365510601153353,mistral,mistral-large-latest,./prompts/prompt5.txt,7322,24917,17,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1111.j.1365-2990.1977.tb00573.x,mistral,mistral-large-latest,./prompts/prompt5.txt,6310,19831,276,728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
10.1039.d0an00803f,mistral,mistral-large-latest,./prompts/prompt5.txt,15393,39699,746,1735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,
