doi,agent,model,instruction,prompt_tokens,propmpt_len,completion_tokens,completion_len,formula,activity,syngony,shape,length,length_mean,length_min,length_max,width,width_mean,width_min,width_max,depth,depth_mean,depth_min,depth_max,size,size_mean,size_min,size_max,km,km_unif,vmax,vmax_unif,surface_area,surface_area_unif,zeta_potential,zeta_potential_unif,molar_mass,molar_mass_unif,c_min,c_min_unif,c_max,c_max_unif,concentration_of_nanoparticles,concentration_of_nanoparticles_unif,concentration_of_co_substrate,concentration_of_co_substrate_unif,p_h,temperature,chemicals_used_in_synthesis,polymer_used_in_synthesis,surfactant,reaction_type
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,4.02 mM,4.02,0.044 mM/s,0.044,,,,,40200 g/mol,40200.0,,,,,12 µg/mL,0.012,0.4 mM,0.4,7.4,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,TMB+H2O2
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,4.04 mM,4.04,0.039 mM/s,0.039,,,,,40200 g/mol,40200.0,,,,,12 µg/mL,0.012,0.4 mM,0.4,7.4,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,TMB+H2O2
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,40200 g/mol,40200.0,14 µM,0.014,50 µM,0.05,1 µg/mL - 25 µg/mL,,,,6.0,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,H2O2+TMB
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,40200 g/mol,40200.0,15 µM,0.015,15 µM,0.015,0.025 mg/mL,0.025,,,6.0,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,H2O2+TMB
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,40200 g/mol,40200.0,15 µM,0.015,15 µM,0.015,0.25 mg/mL,0.25,,,6.0,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,H2O2+TMB
10.1021.cm200672f,mistral,mistral-small-latest,./prompts/prompt4.txt,9695,33046,2412,7744,K0.8Fe0.8Ti1.2O4,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,40200 g/mol,40200.0,15 µM,0.015,15 µM,0.015,4 µg/mL,0.004,,,6.0,298 K,"[""K0.8Fe0.8Ti1.2O4"", ""Tetrabutylammonium hydroxide"", ""Acetic acid"", ""Potassium acetate"", ""Hydrogen chloride"", ""Water""]",,,H2O2+TMB
10.1016.j.plaphy.2009.08.003,mistral,mistral-small-latest,./prompts/prompt4.txt,7021,26709,433,1525,,Glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 mM,2.0,7.0,4 °C,[],,,H2O2 + t-butyl hydroperoxide
10.1016.j.plaphy.2009.08.003,mistral,mistral-small-latest,./prompts/prompt4.txt,7021,26709,433,1525,,Glutathione S-transferase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.0,4 °C,[],,,GSH + CDNB
10.1111.j.1439-0434.1991.tb01202.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7162,25174,263,898,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2 mM,2.2,6.0,4 °C,"[""H2O2"", ""O-methoxyphenol (guaiacol)"", ""sodium phosphate buffer""]",,,H2O2+O-methoxyphenol
10.1002.smll.201190038,mistral,mistral-small-latest,./prompts/prompt4.txt,1454,5943,228,812,Fe3O4,peroxidase,,spherical,,,,,,,,,,,,,20 nm,20.0,,,,,,,,,,,,,,,,,,,,,,,"[""FeCl3"", ""FeCl2"", ""NH4OH""]",,,
10.1111.j.1439-0329.1986.tb01054.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7670,28689,319,1105,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 % H2O2,,5.5,room temperature,"[""borate buffer"", ""polyvinylpyrrolidone (PVP-10)"", ""phosphate-citrate buffer"", ""guajacol (2-methoxy-phenol)"", ""H2O2"", ""NaOH"", ""HCl"", ""Na-citrate - HCl buffer"", ""NaF""]",polyvinylpyrrolidone (PVP-10),,guajacol + H2O2
10.1093.jxb.48.12.2075,mistral,mistral-small-latest,./prompts/prompt4.txt,13014,50267,537,1866,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03% w/w,,5.5,25 °C,"[""sodium succinate"", ""calcium chloride"", ""dithiothreitol"", ""guaiacol"", ""hydrogen peroxide""]",,,H2O2+TMB
10.1093.jxb.48.12.2075,mistral,mistral-small-latest,./prompts/prompt4.txt,13014,50267,537,1866,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.03% w/w,,5.5,25 °C,"[""sodium succinate"", ""calcium chloride"", ""dithiothreitol"", ""guaiacol"", ""hydrogen peroxide""]",,,TMB+H2O2
10.1016.j.talanta.2021.122448,mistral,mistral-small-latest,./prompts/prompt4.txt,11346,39897,1556,4726,Fe3O4/Au,peroxidase,,spherical,,,,,,,,,,,,,10.33 nm,10.33,,,0.8502 mM,0.8502,0.4847 × 10^-7 M/s,4.8469999999999995e-05,,,21.67 ± 0.39 mV,21.67,,,0 mM,0.0,~42 mM,42.0,0.15 mg/mL,0.15,9800 mM,9800.0,4,25 °C,"[""Ferric chloride (FeCl3\u22c56H2O)"", ""Ferrous chloride (FeCl2\u22c54H2O)"", ""Sodium hydroxide (NaOH)"", ""Hexadecyl trimethyl ammonium Bromide (CTAB)"", ""Chloroauric acid (HAuCl4\u22c53H2O)"", ""Hydroxylamine hydrochloride"", ""3,3\u2032 ,5,5\u2032 -Tetramethylbenzidine (TMB)"", ""5\u2032 -thiol-modified DNA aptamer""]",,CTAB,TMB+H2O2
10.1016.j.talanta.2021.122448,mistral,mistral-small-latest,./prompts/prompt4.txt,11346,39897,1556,4726,Fe3O4/Au,peroxidase,,spherical,,,,,,,,,,,,,10.33 nm,10.33,,,1.0097 mM,1.0097,0.4203 × 10^-7 M/s,4.203e-05,,,21.67 ± 0.39 mV,21.67,,,0 mM,0.0,~42 mM,42.0,0.15 mg/mL,0.15,9800 mM,9800.0,4,25 °C,"[""Ferric chloride (FeCl3\u22c56H2O)"", ""Ferrous chloride (FeCl2\u22c54H2O)"", ""Sodium hydroxide (NaOH)"", ""Hexadecyl trimethyl ammonium Bromide (CTAB)"", ""Chloroauric acid (HAuCl4\u22c53H2O)"", ""Hydroxylamine hydrochloride"", ""3,3\u2032 ,5,5\u2032 -Tetramethylbenzidine (TMB)"", ""5\u2032 -thiol-modified DNA aptamer""]",,CTAB,TMB+H2O2
10.1016.j.talanta.2021.122448,mistral,mistral-small-latest,./prompts/prompt4.txt,11346,39897,1556,4726,Fe3O4/Au,peroxidase,,spherical,,,,,,,,,,,,,10.33 nm,10.33,,,147.2629 mM,147.2629,,,,,21.67 ± 0.39 mV,21.67,,,0 mM,0.0,~9800 mM,9800.0,0.15 mg/mL,0.15,42 mM,42.0,4,25 °C,"[""Ferric chloride (FeCl3\u22c56H2O)"", ""Ferrous chloride (FeCl2\u22c54H2O)"", ""Sodium hydroxide (NaOH)"", ""Hexadecyl trimethyl ammonium Bromide (CTAB)"", ""Chloroauric acid (HAuCl4\u22c53H2O)"", ""Hydroxylamine hydrochloride"", ""3,3\u2032 ,5,5\u2032 -Tetramethylbenzidine (TMB)"", ""5\u2032 -thiol-modified DNA aptamer""]",,CTAB,H2O2+TMB
10.1016.j.talanta.2021.122448,mistral,mistral-small-latest,./prompts/prompt4.txt,11346,39897,1556,4726,Fe3O4/Au,peroxidase,,spherical,,,,,,,,,,,,,10.33 nm,10.33,,,158.7519 mM,158.7519,,,,,21.67 ± 0.39 mV,21.67,,,0 mM,0.0,~9800 mM,9800.0,0.15 mg/mL,0.15,42 mM,42.0,4,25 °C,"[""Ferric chloride (FeCl3\u22c56H2O)"", ""Ferrous chloride (FeCl2\u22c54H2O)"", ""Sodium hydroxide (NaOH)"", ""Hexadecyl trimethyl ammonium Bromide (CTAB)"", ""Chloroauric acid (HAuCl4\u22c53H2O)"", ""Hydroxylamine hydrochloride"", ""3,3\u2032 ,5,5\u2032 -Tetramethylbenzidine (TMB)"", ""5\u2032 -thiol-modified DNA aptamer""]",,CTAB,H2O2+TMB
10.1039.d1ay00166c,mistral,mistral-small-latest,./prompts/prompt4.txt,15439,46646,1230,3704,Cu 1.8S,peroxidase,hexagonal,spherical,,,,,,,,,,,,,9.1 - 18.9 micrometer,14000.0,9100.0,18900.0,0.33 mM,0.33,5.59 * 10^-8 M/s,5.59e-05,,,-7.8 mV,-7.8,,,0.25 mM,0.25,6.25 mM,6.25,30 mg/mL,30.0,5 mM,5.0,5.0,40 °C,"[""CuCl2\u00b72H2O"", ""L-cystine"", ""D-glucose"", ""HCl""]",,,H2O2+TMB
10.1039.d1ay00166c,mistral,mistral-small-latest,./prompts/prompt4.txt,15439,46646,1230,3704,Cu 1.8S,peroxidase,hexagonal,spherical,,,,,,,,,,,,,9.1 - 18.9 micrometer,14000.0,9100.0,18900.0,2.14 mM,2.14,3.91 * 10^-8 M/s,3.91e-05,,,-7.8 mV,-7.8,,,0.05 mM,0.05,1.0 mM,1.0,30 mg/mL,30.0,50 mM,50.0,5.0,40 °C,"[""CuCl2\u00b72H2O"", ""L-cystine"", ""D-glucose"", ""HCl""]",,,TMB+H2O2
10.1039.d1ay00166c,mistral,mistral-small-latest,./prompts/prompt4.txt,15439,46646,1230,3704,Cu 1.8S–cgmc,peroxidase,hexagonal,flower-like,,,,,,,,,,,,,9.1 - 18.9 micrometer,14000.0,9100.0,18900.0,0.16 mM,0.16,7.53 * 10^-8 M/s,7.53e-05,,,-19.5 mV,-19.5,,,0.25 mM,0.25,6.25 mM,6.25,30 mg/mL,30.0,5 mM,5.0,5.0,40 °C,"[""CuCl2\u00b72H2O"", ""L-cystine"", ""D-glucose"", ""HCl""]",,,H2O2+TMB
10.1039.d1ay00166c,mistral,mistral-small-latest,./prompts/prompt4.txt,15439,46646,1230,3704,Cu 1.8S–cgmc,peroxidase,hexagonal,flower-like,,,,,,,,,,,,,9.1 - 18.9 micrometer,14000.0,9100.0,18900.0,0.99 mM,0.99,6.24 * 10^-8 M/s,6.24e-05,,,-19.5 mV,-19.5,,,0.05 mM,0.05,1.0 mM,1.0,30 mg/mL,30.0,50 mM,50.0,5.0,40 °C,"[""CuCl2\u00b72H2O"", ""L-cystine"", ""D-glucose"", ""HCl""]",,,TMB+H2O2
10.1021.acsami.6b09893,mistral,mistral-small-latest,./prompts/prompt4.txt,27468,70386,605,1755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.0098-8472(92)90058-A,mistral,mistral-small-latest,./prompts/prompt4.txt,9493,31510,286,978,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.4 mM guaiacol,,6.0,20 °C,"[""guaiacol"", ""H2O2"", ""sodium phosphate buffer"", ""polyvinylpyrrolidone (PVP)"", ""Tris-HCl buffer""]",polyvinylpyrrolidone (PVP),,H2O2+guaiacol
10.1007.bf02783796,mistral,mistral-small-latest,./prompts/prompt4.txt,5932,19828,378,1422,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.25 mmol/L,0.25,7.0,25 °C,"[""vitamin-free casein"", ""sucrose"", ""corn starch"", ""corn oil"", ""cellulose powder"", ""DL-Methionine"", ""AIN-76 mineral mix without Se and Mg"", ""AIN-76A vitamin mix"", ""choline chloride"", ""selenium"", ""magnesium"", ""NADPH"", ""hydrogen peroxide"", ""potassium phosphate buffer"", ""EDTA"", ""NaN3"", ""GSSG-reductase"", ""GSH"", ""sodium pentobarbital"", ""nitric acid"", ""perchloric acid""]",,,GSH + H2O2
10.1002.smll.202070130,mistral,mistral-small-latest,./prompts/prompt4.txt,1406,5767,13,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,
10.1016.j.ijbiomac.2021.02.147,mistral,mistral-small-latest,./prompts/prompt4.txt,14318,43838,1800,5805,G3.0-He,peroxidase,,spherical,,,,,,,,,,,,,13.4 ± 1.2 nm,13.4,12.200000000000001,14.6,0.47 μM,0.00047,,,,,44.7 ± 0.8 mV,44.7,7.5 kDa,7500.0,0.286 mM,0.286,1.714 mM,1.714,80 ppm,,15 mM,15.0,7.4,25 °C,"[""hematin"", ""dimethylsulfoxide"", ""hydrogen peroxide"", ""horseradish peroxidase"", ""N-hydroxysuccinimide"", ""1-(3-dimethylaminopropyl)-3-ethyl carbodiimide hydrochloride"", ""guaiacol"", ""PAMAM dendrimer G3.0"", ""gelatin-tyramine""]",poly(amidoamine),,H2O2+guaiacol
10.1016.j.ijbiomac.2021.02.147,mistral,mistral-small-latest,./prompts/prompt4.txt,14318,43838,1800,5805,G3.0-He,peroxidase,,spherical,,,,,,,,,,,,,17.2 ± 0.8 nm,17.2,16.4,18.0,0.21 μM,0.00021,,,,,41.6 ± 1.2 mV,41.6,8.15 kDa,8150.0,0.286 mM,0.286,1.714 mM,1.714,80 ppm,,15 mM,15.0,7.4,25 °C,"[""hematin"", ""dimethylsulfoxide"", ""hydrogen peroxide"", ""horseradish peroxidase"", ""N-hydroxysuccinimide"", ""1-(3-dimethylaminopropyl)-3-ethyl carbodiimide hydrochloride"", ""guaiacol"", ""PAMAM dendrimer G3.0"", ""gelatin-tyramine""]",poly(amidoamine),,H2O2+guaiacol
10.1016.j.ijbiomac.2021.02.147,mistral,mistral-small-latest,./prompts/prompt4.txt,14318,43838,1800,5805,G3.0-He,peroxidase,,spherical,,,,,,,,,,,,,48.7 ± 1.3 nm,48.7,47.400000000000006,50.0,0.17 μM,0.00017,,,,,36.7 ± 0.9 mV,36.7,8.56 kDa,8560.0,0.286 mM,0.286,1.714 mM,1.714,80 ppm,,15 mM,15.0,7.4,25 °C,"[""hematin"", ""dimethylsulfoxide"", ""hydrogen peroxide"", ""horseradish peroxidase"", ""N-hydroxysuccinimide"", ""1-(3-dimethylaminopropyl)-3-ethyl carbodiimide hydrochloride"", ""guaiacol"", ""PAMAM dendrimer G3.0"", ""gelatin-tyramine""]",poly(amidoamine),,H2O2+guaiacol
10.1016.j.ijbiomac.2021.02.147,mistral,mistral-small-latest,./prompts/prompt4.txt,14318,43838,1800,5805,G3.0-He,peroxidase,,spherical,,,,,,,,,,,,,78.2 ± 1.8 nm,78.2,76.4,80.0,0.15 μM,0.00015,,,,,32.9 ± 0.2 mV,32.9,9.05 kDa,9050.0,0.286 mM,0.286,1.714 mM,1.714,80 ppm,,15 mM,15.0,7.4,25 °C,"[""hematin"", ""dimethylsulfoxide"", ""hydrogen peroxide"", ""horseradish peroxidase"", ""N-hydroxysuccinimide"", ""1-(3-dimethylaminopropyl)-3-ethyl carbodiimide hydrochloride"", ""guaiacol"", ""PAMAM dendrimer G3.0"", ""gelatin-tyramine""]",poly(amidoamine),,H2O2+guaiacol
10.1016.j.ijbiomac.2021.02.147,mistral,mistral-small-latest,./prompts/prompt4.txt,14318,43838,1800,5805,G3.0-He,peroxidase,,spherical,,,,,,,,,,,,,48.7 ± 1.3 nm,48.7,47.400000000000006,50.0,,,,,,,36.7 ± 0.9 mV,36.7,8.56 kDa,8560.0,0 mM,0.0,100 mM,100.0,5 ppm,,0.06 μM,6e-05,7.4,20 °C,"[""hematin"", ""dimethylsulfoxide"", ""hydrogen peroxide"", ""horseradish peroxidase"", ""N-hydroxysuccinimide"", ""1-(3-dimethylaminopropyl)-3-ethyl carbodiimide hydrochloride"", ""guaiacol"", ""PAMAM dendrimer G3.0"", ""gelatin-tyramine""]",poly(amidoamine),,H2O2+pyrogallol
10.1016.S0304-4165(99)00099-9,mistral,mistral-small-latest,./prompts/prompt4.txt,5372,20225,298,1099,HRP^SP,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10 µg/ml,0.01,,,6.4,,"[""SP-COOH"", ""HRP"", ""EDC"", ""MES buffer"", ""ethanol"", ""CE-TMI-I"", ""3-iodopropionic acid"", ""methyl ethyl ketone"", ""5-nitrosalicylaldehyde"", ""piperidine"", ""glucose"", ""glucose oxidase"", ""ABTS""]",,,ABTS + H2O2
10.1007.bf01464470,mistral,mistral-small-latest,./prompts/prompt4.txt,7185,27171,1595,5288,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01 ml of 3% H2O2 in 10 ml of 0.05 M TRIS-HC1,,7.2,25 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""H2O2"", ""TRIS-HC1"", ""cacodylate buffer"", ""OsO4"", ""phosphate buffer"", ""ethanol"", ""lead citrate""]",,,DAB + H2O2
10.1007.bf01464470,mistral,mistral-small-latest,./prompts/prompt4.txt,7185,27171,1595,5288,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ml of 1% H2O2 in 10 ml of 0.05 M TRIS-HC1,,7.2,25 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""H2O2"", ""TRIS-HC1"", ""cacodylate buffer"", ""OsO4"", ""phosphate buffer"", ""ethanol"", ""lead citrate""]",,,DAB + H2O2
10.1007.bf01464470,mistral,mistral-small-latest,./prompts/prompt4.txt,7185,27171,1595,5288,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ml of 1% H2O2 in 10 ml of 0.05 M TRIS-HC1,,7.4,4 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""H2O2"", ""TRIS-HC1"", ""cacodylate buffer"", ""OsO4"", ""phosphate buffer"", ""ethanol"", ""lead citrate""]",,,DAB + H2O2
10.1007.bf01464470,mistral,mistral-small-latest,./prompts/prompt4.txt,7185,27171,1595,5288,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ml of 1% H2O2 in 10 ml of 0.05 M TRIS-HC1,,7.4,4 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""H2O2"", ""TRIS-HC1"", ""cacodylate buffer"", ""OsO4"", ""phosphate buffer"", ""ethanol"", ""lead citrate""]",,,DAB + H2O2
10.1007.bf01464470,mistral,mistral-small-latest,./prompts/prompt4.txt,7185,27171,1595,5288,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1 ml of 1% H2O2 in 10 ml of 0.05 M TRIS-HC1,,9.7,25 °C,"[""3,3'-diaminobenzidine tetrahydrochloride (DAB)"", ""H2O2"", ""TRIS-HC1"", ""cacodylate buffer"", ""OsO4"", ""phosphate buffer"", ""ethanol"", ""lead citrate""]",,,DAB + H2O2
10.1111.j.1751-1097.1997.tb08567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7278,25757,1490,5426,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,21 ± 1 °C,"[""RPMI-1640"", ""modified Eagle\u2019s medium (MEM)"", ""antibiotics"", ""horseradish peroxidase"", ""indole-3-acetic acid (IAA)"", ""indole-3-acetic ethyl ester (IAAE)"", ""guaiacol"", ""[5-3H]IAA"", ""hydrogen peroxide"", ""phosphate-buffered saline (PBS)"", ""NaOH"", ""glycogen"", ""thioglycollate"", ""trypan blue"", ""fetal bovine serum"", ""glutamine"", ""penicillin-streptomycin"", ""guaiacol""]",,,IAA+H2O2
10.1111.j.1751-1097.1997.tb08567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7278,25757,1490,5426,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,21 ± 1 °C,"[""RPMI-1640"", ""modified Eagle\u2019s medium (MEM)"", ""antibiotics"", ""horseradish peroxidase"", ""indole-3-acetic acid (IAA)"", ""indole-3-acetic ethyl ester (IAAE)"", ""guaiacol"", ""[5-3H]IAA"", ""hydrogen peroxide"", ""phosphate-buffered saline (PBS)"", ""NaOH"", ""glycogen"", ""thioglycollate"", ""trypan blue"", ""fetal bovine serum"", ""glutamine"", ""penicillin-streptomycin"", ""guaiacol""]",,,IAA+H2O2
10.1111.j.1751-1097.1997.tb08567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7278,25757,1490,5426,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,21 ± 1 °C,"[""RPMI-1640"", ""modified Eagle\u2019s medium (MEM)"", ""antibiotics"", ""horseradish peroxidase"", ""indole-3-acetic acid (IAA)"", ""indole-3-acetic ethyl ester (IAAE)"", ""guaiacol"", ""[5-3H]IAA"", ""hydrogen peroxide"", ""phosphate-buffered saline (PBS)"", ""NaOH"", ""glycogen"", ""thioglycollate"", ""trypan blue"", ""fetal bovine serum"", ""glutamine"", ""penicillin-streptomycin"", ""guaiacol""]",,,IAA+H2O2
10.1111.j.1751-1097.1997.tb08567.x,mistral,mistral-small-latest,./prompts/prompt4.txt,7278,25757,1490,5426,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 mM,1.0,7.2,21 ± 1 °C,"[""RPMI-1640"", ""modified Eagle\u2019s medium (MEM)"", ""antibiotics"", ""horseradish peroxidase"", ""indole-3-acetic acid (IAA)"", ""indole-3-acetic ethyl ester (IAAE)"", ""guaiacol"", ""[5-3H]IAA"", ""hydrogen peroxide"", ""phosphate-buffered saline (PBS)"", ""NaOH"", ""glycogen"", ""thioglycollate"", ""trypan blue"", ""fetal bovine serum"", ""glutamine"", ""penicillin-streptomycin"", ""guaiacol""]",,,IAA+H2O2
10.1016.1011-1344(90)85189-4,mistral,mistral-small-latest,./prompts/prompt4.txt,9335,33924,204,735,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.5,,[],,,guajacol
10.1016.j.apt.2017.12.025,mistral,mistral-small-latest,./prompts/prompt4.txt,11093,32386,1129,3581,Fe3O4,peroxidase,cubic,spherical,,,,,,,,,,,,,11.4 ± 3.3 nm,11.4,8.100000000000001,14.7,,,,,125.0 m^2/g,125.0,,,,,,,,,0.5 g/L,0.5,40 mM,40.0,6.9,25 °C,"[""FeSO4\u00b77H2O"", ""KOH"", ""choline chloride"", ""urea""]",,,H2O2
10.1016.j.apt.2017.12.025,mistral,mistral-small-latest,./prompts/prompt4.txt,11093,32386,1129,3581,Fe2.94Cu0.06O4,peroxidase,cubic,spherical,,,,,,,,,,,,,14.5 ± 1.1 nm,14.5,13.4,15.6,,,,,58.0 m^2/g,58.0,,,,,,,,,0.5 g/L,0.5,40 mM,40.0,6.9,25 °C,"[""FeSO4\u00b77H2O"", ""CuCl2\u00b72H2O"", ""KOH"", ""choline chloride"", ""urea""]",,,H2O2
10.1016.j.apt.2017.12.025,mistral,mistral-small-latest,./prompts/prompt4.txt,11093,32386,1129,3581,Fe2.88Cu0.12O4,peroxidase,cubic,spherical,,,,,,,,,,,,,14.2 ± 2.3 nm,14.2,11.899999999999999,16.5,,,,,89.4 m^2/g,89.4,,,,,,,,,0.5 g/L,0.5,40 mM,40.0,6.9,25 °C,"[""FeSO4\u00b77H2O"", ""CuCl2\u00b72H2O"", ""KOH"", ""choline chloride"", ""urea""]",,,H2O2
10.1016.j.apt.2017.12.025,mistral,mistral-small-latest,./prompts/prompt4.txt,11093,32386,1129,3581,Fe2.77Cu0.23O4,peroxidase,cubic,spherical,,,,,,,,,,,,,14.9 ± 1.1 nm,14.9,13.8,16.0,,,,,116.5 m^2/g,116.5,,,,,,,,,0.5 g/L,0.5,40 mM,40.0,6.9,25 °C,"[""FeSO4\u00b77H2O"", ""CuCl2\u00b72H2O"", ""KOH"", ""choline chloride"", ""urea""]",,,H2O2
10.1093.jn.109.3.444,mistral,mistral-small-latest,./prompts/prompt4.txt,11893,35759,236,859,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.2,22-24 °C,"[""sodium selenite"", ""sodium sulfate"", ""dl-a-tocopheryl acetate""]",,,
10.1161.CIRCULATIONAHA.111.028688,mistral,mistral-small-latest,./prompts/prompt4.txt,3316,14375,206,736,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H2O2+GSH
10.1007.bf00410315,mistral,mistral-small-latest,./prompts/prompt4.txt,3181,11985,258,897,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.013 M,13.0,7.0,25 °C,"[""malt extract"", ""glucose"", ""peptone"", ""HCl"", ""pyrogallol"", ""H2O2""]",,,H2O2+pyrogallol
10.1016.j.snb.2017.11.057,mistral,mistral-small-latest,./prompts/prompt4.txt,9882,36003,563,1742,Co9S8,peroxidase,,urchin-like,,,,,,,,,,,,,15 µm,15000.0,,,0.12 mM,0.12,1.2 µM/s,0.0012,,,,,,,0.05 mM,0.05,0.5 mM,0.5,20 µg/mL,0.02,100 mM,100.0,3,35 °C,"[""Co(NO3)2\u00b76H2O"", ""NH4F"", ""urea"", ""Na2S""]",,,H2O2+TMB
10.1016.j.snb.2017.11.057,mistral,mistral-small-latest,./prompts/prompt4.txt,9882,36003,563,1742,Co9S8,peroxidase,,urchin-like,,,,,,,,,,,,,15 µm,15000.0,,,0.18 mM,0.18,1.5 µM/s,0.0015,,,,,,,0.05 mM,0.05,0.5 mM,0.5,20 µg/mL,0.02,100 mM,100.0,3,35 °C,"[""Co(NO3)2\u00b76H2O"", ""NH4F"", ""urea"", ""Na2S""]",,,TMB+H2O2
10.1203.00006450-199001000-00007,mistral,mistral-small-latest,./prompts/prompt4.txt,8762,30757,267,928,,glutathione peroxidase,,,,,,,,,,,,,,,,,,,~0.1 mM,0.1,~1 pmol/min,,,,,,,,,,,,,,0.1 mM,0.1,7.0,25 °C,"[""potassium phosphate buffer"", ""EDTA"", ""NaN3"", ""NADPH"", ""glutathione"", ""H2O2""]",,,H2O2+GSH
10.1081.pln-120020073,mistral,mistral-small-latest,./prompts/prompt4.txt,11437,38681,278,1002,,peroxidase,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.8,,"[""FeCl3"", ""Fe-EDDHA"", ""Fe-EDTA"", ""IBA"", ""a-NAA"", ""benomyl"", ""streptomycin"", ""NaOCl"", ""Na-phosphate buffer"", ""PEG-6000"", ""PVPP""]",PVPP,,
